review_id,product_sku,star_rating,review_text,review_date,verified_purchase
PR-004845,LUMEN-HUB-MINI,2,"After the latest update, the battery life dies before lunch.",2025-11-20,True
PR-004846,LUMEN-BUDS-2,2,"Honestly, the screen freezes every few minutes.",2025-09-06,True
PR-004847,LUMEN-BUDS-2,3,"Not gonna lie, the screen keeps crashing. Please fix this.",2025-02-15,True
PR-004848,LUMEN-HUB-MINI,4,"Not gonna lie, the connection was easy to set up. Hope the next patch sorts it out.",2025-04-03,True
PR-004849,LUMEN-BUDS-2,2,"For the price, the noise cancellation noise cancellation got worse. Also, the package replacement never came. Please fix this.",2026-03-10,True
PR-004850,LUMEN-BUDS-2,2,"After the latest update, the sync disconnects at random.",2025-01-01,True
PR-004851,LUMEN-BUDS-2,2,"Not gonna lie, the wifi disconnects at random!! Please fix this.",2026-03-22,True
PR-004852,LUMEN-WATCH-X,1,"Not gonna lie, the app stutters constantly. This is getting old.",2025-09-27,True
PR-004853,LUMEN-WATCH-X,3,"I love how this has excellent sound, but the onboarding login never completes. Expected better from Lumen.",2025-09-29,True
PR-004854,LUMEN-BUDS-2,2,"Quick update, the screen fit is uncomfortable. This is getting old.",2025-01-16,True
PR-004855,LUMEN-HUB-MINI,1,"Not gonna lie, the login login never completes.",2026-05-02,True
PR-004856,LUMEN-HUB-MINI,5,"Three weeks in, the onboarding looks fantastic.",2025-11-15,True
PR-004857,LUMEN-HUB-MINI,2,"Since yesterday, the wifi disconnects at random. Also, the battery dies before lunch. Also, the design fit is uncomfortable. This is getting old.",2026-02-11,True
PR-004858,LUMEN-WATCH-X,2,"Sadly, the interface freezes every few minutes. Support, can you help?",2025-12-05,True
PR-004859,LUMEN-WATCH-X,5,"Honestly, the pairing is surprisingly responsive.",2025-01-02,True
PR-004860,LUMEN-HUB-MINI,4,"Quick update, the package looks fantastic. Would not recommend right now.",2025-10-11,True
PR-004861,LUMEN-BUDS-2,2,"Three weeks in, the charge won't hold a charge!! This is getting old.",2025-09-23,True
PR-004862,LUMEN-HUB-MINI,2,"Three weeks in, the app lags after every tap. Also, the login setup loops forever. This is geting old.",2025-03-08,False
PR-004863,LUMEN-BUDS-2,2,"Honestly, the box package was already open... Also, the design fit is uncomfortable. Also, the performance keeps crashing. Would not recommend right now.",2025-11-18,True
PR-004864,LUMEN-BUDS-2,4,"I love how this is surprisingly responsive, but the pairing disconnects at random. This is getting old.",2026-04-21,True
PR-004865,LUMEN-BUDS-2,1,"Honestly, the noise cancellation sound crackles!! Also, the wifi refuses to pair. Expected better from Lumen. smh",2026-04-29,True
PR-004866,LUMEN-WATCH-X,3,"Since yesterday, the package box was damaged. Also, the setup login never completes. Would not recommend right now.",2025-03-02,True
PR-004867,LUMEN-BUDS-2,3,"For the price, the buttons is surprisingly responsive. Hope the next patch sorts it out. ugh",2025-02-08,True
PR-004868,LUMEN-WATCH-X,5,"After the latest update, the interface has excellent sound!! Expected better from Lumen.",2025-10-16,True
PR-004869,LUMEN-WATCH-X,2,"Sadly, the power drain barely lasts 3 hours... Also, the app stutters constantly.",2025-05-29,True
PR-004870,LUMEN-BUDS-2,3,"For the price, the buttons fit is uncomfortable. Expected better from Lumen.",2025-11-16,True
PR-004871,LUMEN-HUB-MINI,2,"Honestly, the bluetooth drops the connection.",2026-03-15,True
PR-004872,LUMEN-WATCH-X,4,"Since yesterday, the connecction made my routine easier.",2025-01-19,True
PR-004873,LUMEN-WATCH-X,5,"For the price, the microphone was easy to set up. Support, can you help?",2026-03-31,True
PR-004874,LUMEN-WATCH-X,4,"Sadly, the case fits perfectly.",2025-05-27,False
PR-004875,LUMEN-BUDS-2,1,"I love how this feels premium, but the package replacement never came. :/",2025-04-21,True
PR-004876,LUMEN-BUDS-2,2,"Honestly, the onboarding login never completes. Support, can you help?",2025-12-13,True
PR-004877,LUMEN-BUDS-2,3,"Three weeks in, the account has excellent sound. This is getting old.",2026-06-11,True
PR-004878,LUMEN-HUB-MINI,4,"After the latest update, the replacement was easy to set up.",2025-03-16,True
PR-004879,LUMEN-HUB-MINI,2,"I love how this fits perfectly, but the buttons hurts after an hour. Please fix this.",2026-03-02,True
PR-004880,LUMEN-WATCH-X,3,"Three weeks in, the account onboarding is broken.",2026-03-21,True
PR-004881,LUMEN-BUDS-2,2,"I love how this made my routine easierr, but the screen fit is uncomfortable. Please fix this.",2025-07-07,True
PR-004882,LUMEN-BUDS-2,2,"Three weeks in, the sound volume is too low. Also, the firmware became painfully slow.",2025-03-21,True
PR-004883,LUMEN-BUDS-2,2,"Quick update, the account instructions are confusing.",2026-05-15,True
PR-004884,LUMEN-HUB-MINI,4,"Sadly, the charge works exactly as promised. This is getting old.",2025-06-15,False
PR-004885,LUMEN-HUB-MINI,4,"I love how this fits perfectly, but the performance became painfully slow. Would not recommend right now.",2026-06-13,True
PR-004886,LUMEN-BUDS-2,5,"Sadly, the sync is surprisingly responsive.",2025-05-06,True
PR-004887,LUMEN-WATCH-X,2,"Quick update, the bluetooth won't sync. Hope the next patch sorts it out.",2025-01-12,True
PR-004888,LUMEN-WATCH-X,2,"Honestly, the buttons screen is hard to read.",2025-07-08,True
PR-004889,LUMEN-HUB-MINI,3,"Not gonna lie, the case hurts after an hour. Please fix this.",2025-08-09,True
PR-004890,LUMEN-WATCH-X,5,"Sadly, the pairing feels premium.",2025-04-25,True
PR-004891,LUMEN-BUDS-2,3,Love paying premium prices so the shipping arrived late. Hope the next patch sorts it out.,2025-07-26,True
PR-004892,LUMEN-HUB-MINI,3,"Since yesterday, the interface keeps crashing. Hope the next patch sorts it out.",2026-06-19,True
PR-004893,LUMEN-BUDS-2,3,"For the price, the battery needs charging twice a day. Also, the sound noise cancellation got worse. Also, the package replacement never came. :/",2025-12-02,True
PR-004894,LUMEN-WATCH-X,2,"I love how this is surprisingly responsive, but the screen freezes every few minutes!! Expected better from Lumen.",2025-03-07,True
PR-004895,LUMEN-WATCH-X,5,"For the price, the battery life made my routine easier.",2025-01-23,True
PR-004896,LUMEN-HUB-MINI,1,"Three weeks in, the power drain barely lasts 5 hours. This is getting old.",2025-11-02,True
PR-004897,LUMEN-WATCH-X,2,"Three weeks in, the battery life dies befre lunch. Support, can you help?",2025-09-01,False
PR-004898,LUMEN-WATCH-X,2,"I love how this looks fantastic, but the onboarding setup loops forever.",2025-12-17,True
PR-004899,LUMEN-HUB-MINI,4,"Not gonna lie, the connection made my routine easier.",2026-02-07,True
PR-004900,LUMEN-HUB-MINI,3,"After the latest update, the batteery life drains while idle. This is getting old.",2025-07-08,True
PR-004901,LUMEN-HUB-MINI,2,"I love how this feels premium, but the shipping package was aready open. Hope the next patch sorts it out.",2025-11-25,True
PR-004902,LUMEN-BUDS-2,1,"Three weeks in, the box box was damaged. Also, the screen became painfully slow. Support, can you help? ???",2025-10-11,True
PR-004903,LUMEN-BUDS-2,4,"Quick update, the noise cancellation works exactly as promised. Would not recommend right now.",2026-06-29,True
PR-004904,LUMEN-BUDS-2,2,"I love how this looks fantastic, but the battery drains while idle.",2025-08-11,True
PR-004905,LUMEN-BUDS-2,3,"Three weeks in, the login setup loops forever. Please fix this.",2025-06-01,True
PR-004906,LUMEN-BUDS-2,5,"After the latest update, the installation feels premium. Please fix this.",2025-03-05,True
PR-004907,LUMEN-BUDS-2,2,"After the latest update, the installation account linking fails. Also, the app keeps crashing.",2025-10-28,False
PR-004908,LUMEN-HUB-MINI,4,"Sadly, the firmware made my routine easier. Please fix this.",2025-05-05,True
PR-004909,LUMEN-BUDS-2,2,"I love how this works exactly as promised, but the login login never completes.",2025-05-17,True
PR-004910,LUMEN-HUB-MINI,5,"Quick update, the firmware made my routine easier.",2026-04-26,False
PR-004911,LUMEN-WATCH-X,4,"For the price, the performance works exactly as promised.",2026-01-12,False
PR-004912,LUMEN-WATCH-X,1,"For the price, the interface keeps crashing. This is getting old.",2026-03-31,True
PR-004913,LUMEN-WATCH-X,5,"Quick update, the account was easy to set up!!",2025-03-04,True
PR-004914,LUMEN-BUDS-2,3,"Three weeks in, the login login neveer completes.",2025-01-31,True
PR-004915,LUMEN-BUDS-2,2,"After the latest udate, the sound noise cancellation got worse. This is getting old.",2026-02-18,False
PR-004916,LUMEN-BUDS-2,2,"Honestly, the screen stutters constantly. Also, the noise cancellation noise cancellation got worse. Please fix this.",2025-02-03,True
PR-004917,LUMEN-BUDS-2,4,"Not gonna lie, the performnce works exactly as promised. This is getting old. ugh",2026-03-12,False
PR-004918,LUMEN-WATCH-X,3,"Three weeks in, the delivery box was damaged. Support, can you help?",2025-11-02,True
PR-004919,LUMEN-BUDS-2,1,"Sadly, the setup onboarding is broken... Would not recommend right now.",2026-03-19,True
PR-004920,LUMEN-BUDS-2,4,"Not gonna lie, the microphone was easy to set up. Hope the next patch sorts it out.",2025-11-12,True
PR-004921,LUMEN-BUDS-2,5,"Since yesterday, the box was easy to set up. Support, can you help? :/",2025-01-16,True
PR-004922,LUMEN-BUDS-2,5,"After the latest update, the onboarding looks fantastic. Hope the next patch sorts it out.",2025-05-09,True
PR-004923,LUMEN-BUDS-2,3,"Not gonnna lie, the charging barely lasts 4 hours.",2025-04-17,True
PR-004924,LUMEN-BUDS-2,1,"Sincce yesterday, the case case scratches easily. Support, can you help?",2025-11-04,True
PR-004925,LUMEN-BUDS-2,2,"Quick update, the screen lags after every tap. Also, the noise cancellation sound crackles. Expected better from Lumen.",2025-10-02,False
PR-004926,LUMEN-WATCH-X,3,"I love how this made my routine easier, but the power drain drains while idle. This is getting old.",2025-11-02,False
PR-004927,LUMEN-WATCH-X,1,"Honestly, the account onboarding is broken. Also, the noise cancellation sound crackles. Expected better from Lumen.",2026-01-24,True
PR-004928,LUMEN-WATCH-X,3,"I love how this has excellent sound, but the battery life dies before lunch.",2026-01-29,True
PR-004929,LUMEN-BUDS-2,4,"Three weeks in, the buttons fits perfectly. Please fix this.",2025-01-23,False
PR-004930,LUMEN-WATCH-X,2,"Not gonna lie, the package arrived late!! Expected better from Lumen.",2025-08-14,True
PR-004931,LUMEN-BUDS-2,1,"Quick update, the interface keeps crashing.",2025-11-05,True
PR-004932,LUMEN-HUB-MINI,1,Exactly what I wanted: a device that volume is too low.,2026-04-08,True
PR-004933,LUMEN-WATCH-X,4,"Honestly, the buttons made my routine easier.",2025-01-19,True
PR-004934,LUMEN-BUDS-2,3,"For the price, the adio was easy to set up. ???",2025-05-08,False
PR-004935,LUMEN-HUB-MINI,2,"Three weeks in, the noise cancellation sound crackles. This is getting old.",2025-08-08,True
PR-004936,LUMEN-BUDS-2,2,"Since yesterday, the deliveery box was damaged. Support, can you help?",2025-04-24,True
PR-004937,LUMEN-HUB-MINI,2,"I love how this works exactly as promised, but the sound sound crackles. Would not recommend right now.",2026-02-06,True
PR-004938,LUMEN-WATCH-X,3,Exactly what I wanted: a device that refuses to pair. This is getting old.,2025-11-19,True
PR-004939,LUMEN-BUDS-2,3,"Three weeks in, the replacement package was already open. Support, can you help?",2026-03-27,True
PR-004940,LUMEN-BUDS-2,5,"Quick update, the account works exactly as promised. Hope the next patch sorts it out.",2026-06-06,True
PR-004941,LUMEN-HUB-MINI,2,"Three weeks in, the pairing refuses to pair. Would not recommend rigt now.",2025-08-25,True
PR-004942,LUMEN-BUDS-2,4,"After the latest update, the charging feels premium. This is getting old.",2025-08-13,True
PR-004943,LUMEN-HUB-MINI,2,"Sadly, the case hurts after an hour!!",2026-06-30,False
PR-004944,LUMEN-BUDS-2,2,"Sadly, the sound noise cancellation got worse. Also, the battery drains while idle. This is getting old.",2025-11-13,True
PR-004945,LUMEN-HUB-MINI,4,"Quick update, the firmware is surprisingly responsive. Expected better from Lumen. smh",2025-04-13,True
PR-004946,LUMEN-HUB-MINI,3,"Not gonna lie, the case hurts afer an hour. Please fix this. :/",2025-02-19,True
PR-004947,LUMEN-HUB-MINI,1,"Not gonna lie, the shipping replaacement never came. Hope the next patch sorts it out.",2025-10-22,True
PR-004948,LUMEN-BUDS-2,2,"Honestly, the power drain barely lasts 3 hours!!",2025-10-13,False
PR-004949,LUMEN-WATCH-X,2,"Honestly, the bluetooth refuses to pair.",2025-04-26,True
PR-004950,LUMEN-BUDS-2,5,"For the price, the pairing is surprisingly responsive.",2026-01-16,False
PR-004951,LUMEN-HUB-MINI,3,"Sadly, the screen buttons feel cheap. This is getting old.",2025-04-02,False
PR-004952,LUMEN-WATCH-X,5,"After the latest update, the onboarding was easy to set up.",2026-05-11,True
PR-004953,LUMEN-WATCH-X,4,"Love paying premium prices so the shipping replacement never came. Also, the charging won't hold a charge. Expected better from Lumen.",2026-06-09,False
PR-004954,LUMEN-HUB-MINI,2,"After the latest update, the battery life needs charging twice a day. Also, the connection drops the connection. Expected better from Lumen.",2025-01-27,True
PR-004955,LUMEN-BUDS-2,4,"Honestly, the replacement made my routine easier. Expected better from Lumen. :/",2025-02-16,True
PR-004956,LUMEN-BUDS-2,5,"Quick update, the package feels premium. Please fix this.",2025-11-27,True
PR-004957,LUMEN-BUDS-2,1,"Since yesterday, the charging barely lasts 6 hours. Also, the sync drops the connection.",2025-03-19,True
PR-004958,LUMEN-WATCH-X,4,"Sadly, the delivery is surprisingly responsive. Hope the next patch sorts it out.",2026-04-04,True
PR-004959,LUMEN-HUB-MINI,5,"Sadly, the battery fits perfectly.",2025-07-12,True
PR-004960,LUMEN-BUDS-2,2,"Honestly, the case screen is hard to read. Hope the next patch sorts it out.",2025-05-14,True
PR-004961,LUMEN-WATCH-X,5,"For the price, the bluetooth fits perfectly... Please fix this. ???",2026-01-30,True
PR-004962,LUMEN-WATCH-X,2,Exactly what I wanted: a device that stutters constantly. Would not recommend right now.,2025-10-09,True
PR-004963,LUMEN-BUDS-2,5,"Honestly, the battery works exactly as promised. :/",2025-07-06,True
PR-004964,LUMEN-BUDS-2,2,"Quick update, the sound sound crckles.",2025-03-05,False
PR-004965,LUMEN-BUDS-2,1,"Five stars for making sure the replacement box was damaged. Just kidding. Also, the battery drains while idle. Hope the next patch sorts it out.",2025-12-18,True
PR-004966,LUMEN-BUDS-2,5,"Sadly, the charging fits perfectly.",2026-02-14,True
PR-004967,LUMEN-HUB-MINI,2,"Quick update, the fit buttons feel cheap. Also, the connection won't sync. Hope the next patch sorts it out. :/",2025-06-09,True
PR-004968,LUMEN-BUDS-2,5,"Three weeks in, the volume feels premium. Hope the next patch sorts it out.",2026-04-03,True
PR-004969,LUMEN-WATCH-X,3,"I love how this was easy to set up, but the box wrong item was shippedd. Also, the pairing refuses to pair. Hope the next patch sorts it out.",2026-03-04,True
PR-004970,LUMEN-BUDS-2,1,"Since yesterday, the app freezes every few minutes. Please fix this.",2026-03-18,True
PR-004971,LUMEN-BUDS-2,2,"Not gonna lie, the charge barely lasts 3 hours. This is getting old.",2025-06-02,True
PR-004972,LUMEN-WATCH-X,2,"I love how this looks fantastic, but the package box was damaged.",2026-03-19,True
PR-004973,LUMEN-BUDS-2,2,"Not gonna lie, the pairing forgets my device. Pllease fix this.",2025-03-02,True
PR-004974,LUMEN-WATCH-X,1,"Honestly, the scrreen buttons feel cheap.",2026-01-27,True
PR-004975,LUMEN-BUDS-2,5,"Sadly, the package made my routine easier.",2026-06-12,True
PR-004976,LUMEN-HUB-MINI,3,"Honestly, the onboarding instructions are confusing. Also, the microphone noise cancellation got worse. Would not recommend right now.",2026-05-16,True
PR-004977,LUMEN-BUDS-2,3,"Quick update, the bluetooth has excellent sound. Would not recommend right now.",2025-04-04,True
PR-004978,LUMEN-HUB-MINI,2,"Since yesterday, the battery life dies before lunch. Hope the next patch sorts it out. ???",2025-12-30,True
PR-004979,LUMEN-WATCH-X,2,"Three weeks in, the login account linking fails. Expected better from Lumen.",2026-03-21,True
PR-004980,LUMEN-WATCH-X,5,"After the latest update, the wifi is surprisingly responsive.",2026-01-18,True
PR-004981,LUMEN-BUDS-2,4,"Since yesterday, the shipping made my routine easier. Support, can you help?",2026-02-05,True
PR-004982,LUMEN-BUDS-2,3,"Not gonna lie, the wifi was easy to set up.",2026-03-17,True
PR-004983,LUMEN-BUDS-2,2,"Not gonna lie, the charging needs charging twice a day. Also, the design hurts after an hour. Also, the microphone noise cancellation got worse.",2026-04-30,True
PR-004984,LUMEN-BUDS-2,3,"Quick update, the battery life barely lasts 4 hours. Also, the volume microphone sounds muffled. Would not recommend right now.",2025-11-03,False
PR-004985,LUMEN-HUB-MINI,4,"Not gonna lie, the box has excellent sound!!",2026-06-02,False
PR-004986,LUMEN-WATCH-X,3,"Three weeks in, the installation onboarding is broken. Expected better from Lumen.",2025-10-10,True
PR-004987,LUMEN-HUB-MINI,1,"Three weeks in, the case screen is hard to read. Also, the battery life needs charging twice a day. Please fix this.",2025-07-07,True
PR-004988,LUMEN-BUDS-2,3,"Quick update, the installation setup loops forever. Also, the battery won't hold a charge. Please fix this.",2026-01-19,True
PR-004989,LUMEN-WATCH-X,1,"Sadly, the performance stutters constantly. Also, the power drain dies before lunch. Expected better from Lumen. :/",2025-08-15,True
PR-004990,LUMEN-WATCH-X,2,"For the price, the noise cancellation volume is too low. Also, the wifi forgets my device.",2026-05-19,False
PR-004991,LUMEN-WATCH-X,4,"Sadly, the audio is surprisingly responsive. Pease fix this.",2025-06-06,False
PR-004992,LUMEN-WATCH-X,1,"Sadly, the performance lags after every tap. Also, the wifi disconnects at random. Hope the next patch sorts it out.",2025-12-01,True
PR-004993,LUMEN-BUDS-2,5,"Honestly, the power drain is surprisingly responsive... ???",2025-10-13,True
PR-004994,LUMEN-BUDS-2,2,"Since yesterday, the power drain is surprisingly responsive. Hope the next patch sorts it out.",2025-11-06,True
PR-004995,LUMEN-HUB-MINI,2,"Honestly, the battery barely lasts 2 hours. Would not recommend right now.",2026-04-25,True
PR-004996,LUMEN-WATCH-X,3,"Honestly, the firmware feels premium. Support, can you help?",2026-03-29,True
PR-004997,LUMEN-WATCH-X,2,"Quick update, the noise cancellation nose cancellation got worse. This is getting old.",2025-01-12,True
PR-004998,LUMEN-HUB-MINI,1,"I love how this made my routine eaasier, but the noise cancellation microphone sounds muffled. Also, the battery barely lasts 4 hours. Please fix this.",2025-12-25,True
PR-004999,LUMEN-BUDS-2,1,"Honestly, the pairing won't sync. This is getting old.",2026-06-07,True
PR-005000,LUMEN-WATCH-X,1,"For the price, the design fit is uncomfortable. Also, the power drain drains while idle.",2025-05-07,True
PR-005001,LUMEN-BUDS-2,5,"Quick update, the battery made my routine easier. Hope the next patch sorts it out.",2025-06-29,True
PR-005002,LUMEN-WATCH-X,1,"Sadly, the account instructions are confusing. Also, the noise cancellation noise cancellation got worse. This is getting old.",2025-10-08,True
PR-005003,LUMEN-BUDS-2,1,"Three weeks in, the sync won't sync. Hope the next patch sorts it out.",2026-06-12,True
PR-005004,LUMEN-BUDS-2,3,"I love how this is surprisingly responsive, but the power drain won't hold a charge. Would not recommend right now.",2025-09-27,True
PR-005005,LUMEN-BUDS-2,2,"After the latest update, the interface stutters constantly. Please fix this.",2026-05-19,True
PR-005006,LUMEN-HUB-MINI,4,"Honestly, the app became painfully slow. Support, can you help?",2025-05-20,True
PR-005007,LUMEN-BUDS-2,2,Love paying premium prices so the charging barely lasts 5 hours.,2025-08-31,True
PR-005008,LUMEN-WATCH-X,5,"For the price, the battery life is surprisingly responsive.",2025-11-27,True
PR-005009,LUMEN-WATCH-X,2,"Honestly, the bluetooth forgets my device. Expected better from Lumen.",2025-03-19,True
PR-005010,LUMEN-WATCH-X,5,"Three weeks in, the login fits perfectly.",2025-03-12,True
PR-005011,LUMEN-WATCH-X,4,"Honestly, the bluetooth feels premium.",2026-05-10,True
PR-005012,LUMEN-HUB-MINI,4,"For the price, the power drain made my routine easier. Expected better from Lumen. :/",2025-08-07,True
PR-005013,LUMEN-BUDS-2,3,"For the price, the box has excellent sound. This is getting old.",2026-04-01,False
PR-005014,LUMEN-HUB-MINI,5,"Not gonna lie, the package fits perfectly. Hope the next patch sorts it out.",2025-12-17,True
PR-005015,LUMEN-WATCH-X,2,"Amazing job, Lumen—now my onboarding setup loops forever. This is getting old.",2025-07-28,True
PR-005016,LUMEN-BUDS-2,4,"After the latest update, the sync has excellent sound. This is getting old.",2025-02-26,True
PR-005017,LUMEN-BUDS-2,1,"Quick update, the installation login never completes. Would not recommend right now. ???",2026-03-03,True
PR-005018,LUMEN-BUDS-2,4,"I love how this looks fantastic, but the firmware freezes every few minutes...",2025-09-20,False
PR-005019,LUMEN-BUDS-2,2,"Quick update, the box box was damaged. Support, can you help?",2025-07-17,True
PR-005020,LUMEN-BUDS-2,1,"Three weeks in, the design fit is uncomfortable. Expected better from Luumen.",2026-04-09,True
PR-005021,LUMEN-WATCH-X,2,"Not gonna lie, the bluetooth refuses to pair. Also, the case hurts after an hour. Please fix this.",2025-05-06,True
PR-005022,LUMEN-WATCH-X,3,"Three weeks in, the battery life has excellent sound.",2025-11-23,True
PR-005023,LUMEN-WATCH-X,3,"I love how this fits perfectly, but the charge needs charging twice a day. This is getting old. ???",2026-05-09,True
PR-005024,LUMEN-BUDS-2,3,"Three weeks in, the delivery package was already open. Also, the battery won't hold a charge. Also, the case buttons feel cheap.",2025-05-11,True
PR-005025,LUMEN-BUDS-2,3,"Not gonna lie, the delivery replacement never came. Also, the power drain dies before lunch. Expected better from Lumen.",2026-06-17,False
PR-005026,LUMEN-HUB-MINI,3,"Three weeks in, the power drain dies before lunch.",2025-05-12,True
PR-005027,LUMEN-HUB-MINI,2,"I love how this looks fantastic, but the design case scratches easily. Also, the sound microphone sounds muffled. #notimpressed",2025-01-23,True
PR-005028,LUMEN-WATCH-X,2,"For the price, the battery life won't hold a charge.",2025-08-08,True
PR-005029,LUMEN-BUDS-2,4,"Sadly, the wifi has excellent sound. Would not recommend right now.",2025-03-30,True
PR-005030,LUMEN-HUB-MINI,2,"Quick update, the volume volume is too low. Also, the bluetooth forgets my device. This is getting old.",2025-05-13,True
PR-005031,LUMEN-WATCH-X,3,"Since yesterday, the sync made my routine easier. Hope the next patch sorts it out.",2026-06-04,True
PR-005032,LUMEN-BUDS-2,2,"Honestly, the noisse cancellation sound crackles.",2025-03-02,True
PR-005033,LUMEN-HUB-MINI,4,"Honestly, the pairing has excellent sound. Would not recommend right now.",2025-10-22,True
PR-005034,LUMEN-BUDS-2,1,"Sadly, the sound sound cackles.",2025-03-01,True
PR-005035,LUMEN-BUDS-2,2,"After the latest update, the power drain needs charging twice a day. Support, can you help?",2025-03-09,True
PR-005036,LUMEN-WATCH-X,2,"Since yesterday, the pairing forgets my device.",2026-02-04,True
PR-005037,LUMEN-BUDS-2,2,"Sadly, the onboarding setup loops forever.",2026-04-06,True
PR-005038,LUMEN-WATCH-X,4,"After the latest update, the delivery was easy to set up. Support, can you help?",2026-06-02,True
PR-005039,LUMEN-BUDS-2,3,"Not gonna lie, the power drain dies before lunch!!",2025-08-29,True
PR-005040,LUMEN-HUB-MINI,2,"Honestly, the app lags after every tap. ugh",2026-05-30,True
PR-005041,LUMEN-WATCH-X,3,"For the price, the interface freezes every few minutes.",2025-03-27,True
PR-005042,LUMEN-BUDS-2,5,"Sadly, the onboarding feels premium.",2025-06-05,True
PR-005043,LUMEN-HUB-MINI,3,"Three weeks in, the account setup loops forever. Also, the package replacement never came. Support, can you help?",2025-01-30,True
PR-005044,LUMEN-WATCH-X,2,"Since yesterday, the battery won't hold a charge. Would not recommend right now.",2025-07-14,True
PR-005045,LUMEN-WATCH-X,4,"Not gonna lie, the pairing drops the connection. Would not recommend right now.",2026-05-18,True
PR-005046,LUMEN-WATCH-X,1,"Not gonna lie, the shipping wrong item was shipped. Would not recommend right now.",2025-02-16,True
PR-005047,LUMEN-BUDS-2,1,"Sadly, the replacement replacement never came. Support, can you help?",2026-03-29,True
PR-005048,LUMEN-BUDS-2,4,"After the latest update, the onboarding instructions are confusing. Hope the next patch sorts it out.",2025-05-18,True
PR-005049,LUMEN-WATCH-X,2,"Since yesterday, the package arrived late.",2025-09-11,True
PR-005050,LUMEN-BUDS-2,3,"Quick update, the power drain drains while idle. Also, the replacement replacement never came. Expected better from Lumen.",2025-07-21,True
PR-005051,LUMEN-BUDS-2,4,"Honestly, the box is surprisingly responsive.",2025-02-27,True
PR-005052,LUMEN-WATCH-X,2,"Quick update, the firmware became painfully slow. Also, the battery life barely lasts 2 hours. Expected better from Lumen.",2025-05-29,True
PR-005053,LUMEN-WATCH-X,2,"Three weeks in, the battery life drains while idle. Hope the next patch sorts it out.",2025-07-12,True
PR-005054,LUMEN-HUB-MINI,4,"Sadly, the audio volume is too low. This is getting old.",2026-03-31,True
PR-005055,LUMEN-BUDS-2,3,"For the price, the box package was already open. Expected better from Lumen.",2025-02-16,True
PR-005056,LUMEN-BUDS-2,2,"Sadly, the charge needs charging twice a day. This is getting old.",2026-03-06,False
PR-005057,LUMEN-BUDS-2,5,"Sadly, the sync feels premium... Expected better from Lumen.",2026-06-07,False
PR-005058,LUMEN-WATCH-X,2,"Honestly, the onboarding onboarding is broken. Support, can you help?",2026-04-01,True
PR-005059,LUMEN-BUDS-2,3,"I love how this has excellent sound, but the charge won't hold a charge. Hope the next patch sorts it out.",2025-05-18,True
PR-005060,LUMEN-WATCH-X,5,"Quick update, the volume looks fantastic.",2025-12-27,True
PR-005061,LUMEN-HUB-MINI,3,"Five stars for making sure the charging needs charging twice a day. Just kidding. Also, the interface became painfully slow. This is getting old.",2025-06-27,True
PR-005062,LUMEN-HUB-MINI,1,"For the price, the replacement box was damaged.",2026-06-24,True
PR-005063,LUMEN-HUB-MINI,5,"Since yesterday, the case looks fantastic. Expected better from Lumen.",2025-06-07,True
PR-005064,LUMEN-WATCH-X,4,"Quick update, the firmware has excellent sound. Hope the next patch sorts it out.",2026-04-26,True
PR-005065,LUMEN-BUDS-2,1,"Not gonna lie, the fit hurts after an hour.",2025-02-11,True
PR-005066,LUMEN-BUDS-2,1,"Not gonna lie, the login instructions are confusing. Hope the next patch sorts it out.",2026-05-02,True
PR-005067,LUMEN-BUDS-2,2,"Five stars for making sure the power drain won't hold a charge. Just kidding. Also, the onboarding login never completes. Expected better from Lumen.",2026-03-07,False
PR-005068,LUMEN-WATCH-X,3,"After the latest update, the charge won't hold a charge.",2025-02-04,True
PR-005069,LUMEN-WATCH-X,4,"After the lattest update, the charging feels premium. This is getting old.",2025-07-21,True
PR-005070,LUMEN-BUDS-2,4,"Since yesterday, the screen feels premium.",2025-08-26,True
PR-005071,LUMEN-HUB-MINI,2,"Three weeks in, the charge dies before lunch. This is getting old.",2025-08-27,True
PR-005072,LUMEN-BUDS-2,3,"For the price, the microphone volume is too low. Please fix this.",2025-01-28,True
PR-005073,LUMEN-HUB-MINI,3,"Honestly, the battery needs charging twice a day. Would not recommend right now.",2026-06-28,True
PR-005074,LUMEN-HUB-MINI,1,"Since yesterday, the buttons buttons feel cheap. :/",2026-06-24,True
PR-005075,LUMEN-BUDS-2,1,"Quick update, the audio microphone sounds muffled. Also, the performance freezes every few minutes.",2026-02-13,False
PR-005076,LUMEN-WATCH-X,1,"Since yesterday, the battery life won't hold a charge. Please fix this.",2025-09-28,True
PR-005077,LUMEN-BUDS-2,2,"Honestly, the onboarding account linking fails.",2026-02-13,True
PR-005078,LUMEN-BUDS-2,2,"Three weeks in, the noise cancellation sound crackles!! Would not recommend right now.",2025-02-27,False
PR-005079,LUMEN-BUDS-2,3,"I love how this looks fantastic, but the firmware keeps crashing.",2026-05-19,True
PR-005080,LUMEN-WATCH-X,3,"I love how this has excellent sound, but the case fit is uncomfortable. Support, can you help? :/",2025-12-06,True
PR-005081,LUMEN-BUDS-2,2,"Quick update, the battery dies before lunch. Also, the app lags after every tap. Support, can you help?",2025-07-20,True
PR-005082,LUMEN-HUB-MINI,4,"Three weeks in, the bluetooth forgets my device!! This is getting old.",2026-05-08,True
