ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-005121,CUST-858356,"For the price, the battery won't hold a charge. Also, the replacement package was aleady open. Hope the next patch sorts it out.",,6.57,2025-09-07
ST-005122,CUST-399812,"I love how this is surprisingly responsive, but the case fit is uncomfortable. Also, the charging drains whhile idle. Hope the next patch sorts it out.",,8.56,2025-07-17
ST-005123,CUST-743922,"After the latest update, the noise cancellation sound crackles. Hope the next patch sorts it out.",,4.05,2025-02-13
ST-005124,CUST-551741,"After the latest update, the battery life barely lasts 6 hours. Also, the onboarding onboarding is broken. Also, the package wrong item was shipped.",,10.8,2026-04-19
ST-005125,CUST-925814,"Not gonna lie, the box arrived late.",,4.18,2025-08-08
ST-005126,CUST-762123,"Sadly, the login login never completes.",,5.45,2025-11-29
ST-005127,CUST-601863,Exactly what I wanted: a device that onboarding is broken. This is getting old.,setup,13.57,2026-05-16
ST-005128,CUST-994541,"Three weeks in, the screen became painfully slow. This is getting old.",,11.25,2026-04-06
ST-005129,CUST-384531,"Three weeks in, the battery won't hold a charge. Would not recommed right now.",,6.33,2025-09-08
ST-005130,CUST-563093,"Quick update, the design case scratches easily. Would not recommend right now.",,5.2,2025-02-18
ST-005131,CUST-079685,"Honestly, the connection drops the connection.",,3.75,2026-05-14
ST-005132,CUST-909645,"Not gonna lie, the firmware freezes every few minutes. Would not recommend right now.",,12.9,2025-09-07
ST-005133,CUST-987240,"Three weeks in, the design hurts after an hour. Also, the pairing forgets my device.",,8.1,2026-03-12
ST-005134,CUST-899217,"Three weeks in, the fit screen is hard to read. Support, can you help? :/",,14.25,2025-04-24
ST-005135,CUST-735166,"Three weeks in, the buttons screen is hard to read. Hope the next patch sorts it out.",design,17.61,2025-12-16
ST-005136,CUST-811339,"Sadly, the account instructions are confusing. Also, the screen lags after every tap. Support, can you help?",,7.94,2025-05-06
ST-005137,CUST-736707,"Honestly, the charging drains while idle. Expected better from Lumen.",,4.07,2026-04-16
ST-005138,CUST-217340,"I love how this feels premium, but the installation setup loops forever. Also, the buttons hurts after an hour. Also, the power drain barely lasts 4 hours.",,22.82,2026-03-20
ST-005139,CUST-242224,"Three weeks in, the fit fit is uncomfortable... Please fix this.",,22.94,2026-01-01
ST-005140,CUST-198306,"Quick update, the firmware keeps crashing. Hope the next patch sorts it out.",performance,13.73,2025-11-09
ST-005141,CUST-323654,"After the latest update, the fit screen is hard to read.",,9.3,2026-02-10
ST-005142,CUST-018144,"I love how this feels premium, but the case buttons feel cheap.",design,9.23,2025-12-31
ST-005143,CUST-424842,"I love how this fits perfectly, but the setup onboarding is broken... Expected better from Lumen.",,7.63,2025-10-27
ST-005144,CUST-024350,"Since yesterday, the charge needs charging twice a day.",,6.2,2025-02-16
ST-005145,CUST-947651,"For the price, the sync refuses to pair.",,9.2,2025-06-06
ST-005146,CUST-186156,"Not gonna lie, the setup setup loops forever.",,12.34,2025-04-23
ST-005147,CUST-409941,"After the latest update, the power drain needs charging twice a day.",,7.55,2026-03-19
ST-005148,CUST-475398,"Three weeks in, the scren stutters constantly. This is getting old.",,16.91,2025-07-31
ST-005149,CUST-913705,"Three weeks in, the volume microphone sounds muffled. Also, the battery life needs charging twice a day. This is getting old.",,13.17,2025-12-16
ST-005150,CUST-424519,"After the latest update, the power drain barely lasts 6 hours. Also, the setup account linking fails. Also, the connection forgets my device. This is getting old.",,11.8,2025-04-08
ST-005151,CUST-082611,"Since yesterday, the wifi forgets my device. Also, the battery won't hold a charge. Would not recommend right now.",connectivity,16.65,2026-05-08
ST-005152,CUST-035659,"Not gonna lie, the interface stutters constantly. Also, the power drain dies before lunch.",,22.22,2026-01-15
ST-005153,CUST-429920,"For the price, the wifi drops the connection. Would not recommend right now.",,10.74,2026-02-19
ST-005154,CUST-237666,"After the latest update, the power drain drains while idle. Also, the interface keeps crashing. Also, the shipping package was already open.",,10.58,2025-03-08
ST-005155,CUST-969229,"Since yesterday, the charging dies before lunch. Also, the package arrived late. Support, can you help?",,27.41,2025-11-24
ST-005156,CUST-533861,"Sadly, the sync forgets my device. Support, can you help?",connectivity,1.38,2025-06-11
ST-005157,CUST-941183,"I love how this fits perfectly, but the microphone audio cuts out. Also, the charging dies before lunch.",,5.57,2025-02-05
ST-005158,CUST-909342,"I love how this looks fantastic, but the sync won't sync. Also, the sound audio cuts out. Support, can you help?",,2.67,2025-12-26
ST-005159,CUST-424066,"I love how this feels premiumm, but the bluetooth forgets my device.",,7.51,2026-04-15
ST-005160,CUST-283463,"I love how this is surprisingly responsive, but the audio volume is too low. This is getting old.",audio,12.06,2025-05-25
ST-005161,CUST-348893,"Honestly, the installation onboarding is broken. This is getting old.",setup,2.76,2025-06-11
ST-005162,CUST-343751,"Sadly, the charging won't hold a charge... Expected better from Lumen.",battery,14.93,2025-10-02
ST-005163,CUST-866940,"I love how this has excellent sound, but the sync disconnects at random.",,6.93,2025-08-21
ST-005164,CUST-865424,"Since yesterday, the power drain drains while idle. Also, the interface became painfully slow. Expected better from Lumen.",,18.11,2025-03-16
ST-005165,CUST-382692,"Honestly, the app lags after every tap. Also, the case screen is hard to read.",,31.9,2025-03-31
ST-005166,CUST-855074,"I love how this works exactly as promised, but the interface lags after every tap. Expected better from Lumen.",,8.07,2026-04-11
ST-005167,CUST-350952,"For the price, the firmware keeps crashing. This is getting old.",performance,18.87,2025-08-13
ST-005168,CUST-889594,"Sadly, the pairing won't sync.",,2.66,2025-03-16
ST-005169,CUST-703969,"Not gonna lie, the screen buttons feel cheap. Also, the performance stutters constantly. Please fix this. ???",,12.78,2026-06-17
ST-005170,CUST-645359,"Honestly, the wifi disconnects at random... Support, can you help?",connectivity,16.71,2025-04-28
ST-005171,CUST-176504,"Three weeks in, the bluetooth forgets my device.",,6.57,2025-11-14
ST-005172,CUST-718830,"Honestly, the power drain needs charging twice a day. Hope the next patch sorts it out.",,3.59,2026-03-09
ST-005173,CUST-099542,"I love how this made my routine easier, but the login instructions are confusing. Also, the sync won't sync. Expected better from Lumen.",,7.41,2025-05-25
ST-005174,CUST-887344,"For the price, the design buttons feel cheap. Would not recommend rght now.",,5.86,2026-02-12
ST-005175,CUST-966866,"Since yesterday, the account setup loops forever. Also, the pairing won't sync. Also, the volume noise cancellation got worse. Pleasse fix this.",,6.59,2026-05-13
ST-005176,CUST-798994,"Sadly, the installation onboarding is broken. Expected better from Lumen.",,23.57,2026-03-08
ST-005177,CUST-706170,"After the latest update, the charging drains while idle. Hope the next patch sorts it out.",,5.09,2025-04-19
ST-005178,CUST-690149,"Not gonna lie, the installation login never completes.",,25.74,2025-03-18
ST-005179,CUST-711038,"After the latest update, the bluetooth refuses to pair. Also, the charge needs charging twice a day. Please fix this.",connectivity,5.21,2025-12-20
ST-005180,CUST-471567,"For the price, the noise cancellation microphone sounds muffled. Expected better from Lumen.",,4.44,2025-09-28
ST-005181,CUST-566505,"Honestly, the login onboarding is broken.",,3.95,2025-10-19
ST-005182,CUST-188601,"Quick update, the power draiin looks fantastic...",,18.45,2025-04-13
ST-005183,CUST-674492,"Not gonna lie, the login account linking fails. Support, can you help?",,15.86,2025-03-11
ST-005184,CUST-343596,"Quick update, the screen screen is hard to read.",,9.75,2025-12-02
ST-005185,CUST-985045,"Sadly, the replacement package was already open.",,13.22,2026-02-05
ST-005186,CUST-056693,"Quick upate, the battery life won't hold a charge. Hope the next patch sorts it out.",battery,32.63,2026-04-09
ST-005187,CUST-754024,"Not gonna lie, the package wrong item was shipped.",,53.46,2025-09-07
ST-005188,CUST-286178,"After the latest update, the charge drains while idle. Also, the installation instructions are confusing.",,40.31,2026-01-04
ST-005189,CUST-925714,"I love how this fits perfectly, but the firmware became painfully slow. Would not recommend right now.",,2.83,2025-05-09
ST-005190,CUST-025038,"I love how this is surprisingly responsive, but the screen freezes every few minutes. Also, the screen screen is hard to read. Support, can you help?",,13.4,2025-04-08
ST-005191,CUST-576264,"Not gonna lie, the battery drains while idle.",,4.68,2025-08-14
ST-005192,CUST-816384,"I love how this fits perfectly, but the bluetooth disconnects at random. Hope the next patch sorts it out.",,10.05,2026-03-27
ST-005193,CUST-936806,"For the price, the onboarding setup loops forever.",,35.76,2026-02-26
ST-005194,CUST-358530,"I love how this made my routine easier, but the case hurts after an hour. Also, the charging won't hold a charge. Hope the next patch sorts it out.",,20.42,2025-09-13
ST-005195,CUST-101278,"Honestly, the charging drains while idle. This is getting old.",,28.45,2025-06-18
ST-005196,CUST-969519,"I love how this looks fantastic, but the wifi refuses to pair. Please fix this.",connectivity,29.73,2026-04-18
ST-005197,CUST-304852,"Not gonna lie, the pairing drops the connection. This is getting old.",,6.39,2025-10-15
ST-005198,CUST-775867,"Honestly, the battery won't hold a charge... This is getting old.",,11.09,2025-06-16
ST-005199,CUST-036562,"Quick update, the screen screen is hard to read. Also, the screen freezes every few minutes. This is getting old.",,8.26,2026-06-18
ST-005200,CUST-036344,"Not gonna lie, the audio volume is too low. Also, the app freezes every few minutes.",,6.38,2025-12-31
ST-005201,CUST-439468,"Sadly, the app freezes every few minutes. Expected better from Lumen.",,7.54,2025-07-24
ST-005202,CUST-963318,"For the price, the charging needs charging twice a day. Also, the bluetooth forgets my device. Support, can you help?",,10.54,2025-01-13
ST-005203,CUST-123357,"I love how this looks fantastic, but the pairing drops the connection. This is getting old.",,3.38,2025-03-23
ST-005204,CUST-617073,"After the latest update, the charging won't hold a charge.",battery,4.67,2025-07-09
ST-005205,CUST-174457,"For the price, the battery life dies before lunch.",,15.2,2026-05-28
ST-005206,CUST-762626,"Honestly, the audio sound crackles. This is getting old.",,16.63,2025-10-08
ST-005207,CUST-367850,"Sadly, the noise cancellation audio cuts out. Also, the fit buttons feel cheap.",,5.76,2026-02-05
ST-005208,CUST-898977,"Three weeks in, the shipping arrived late.",,1.76,2026-04-18
ST-005209,CUST-475944,"Honestly, the screen case scratches esily. Expected better from Lumen.",,4.81,2026-05-07
ST-005210,CUST-348529,"For the price, the screen case scratches easily. Hope the next patch sorts it out.",,4.74,2026-03-09
ST-005211,CUST-537740,"Quick update, the connection disconnects at random. This is getting old. ???",,3.86,2025-02-04
ST-005212,CUST-376768,"For the price, the setup instructions are confusing.",,3.22,2025-03-23
ST-005213,CUST-740420,"I love how this is surprisingly responsive, but the power drain won't hold a charge. Also, the sync disconnects at random. Would not recommend right now.",,31.93,2025-05-11
ST-005214,CUST-767514,"Quick update, the interface freezes every few minutes. Expected better from Lumen.",,3.86,2025-08-18
ST-005215,CUST-975341,"Since yesterday, the firmware became painfully slow. Support, can you help? smh",,6.45,2026-01-25
ST-005216,CUST-157330,"Since yesterday, the audio microphone sounds muffled. Also, the charging won't hold a charge.",,9.6,2025-02-18
ST-005217,CUST-990009,"For the price, the performance keeps crashing. Also, the sound sound crackles. Expected better from Lumen.",performance,4.75,2025-02-25
ST-005218,CUST-406565,"Since yesterday, the buttons fit is uncomfortable. Expected better from Lumen.",,9.89,2025-12-04
ST-005219,CUST-823445,"For the price, the charging drains while idle. This is getting old. ???",,11.89,2025-09-05
ST-005220,CUST-385653,"I love how this made my routine easier, but the wifi drops the connection. Support, can you help?",connectivity,6.6,2025-11-22
ST-005221,CUST-523266,"After the latest update, the app lags after every tap. Also, the noise cancellation audio cuts out. Would not recommend right now.",,29.64,2025-01-19
ST-005222,CUST-000470,"Since yesterday, the design screen is hard to read. Expected better from Lumen.",,5.37,2025-02-13
ST-005223,CUST-911034,"For the price, the charging barely lasts 6 hours. Also, the volume microphone sounds muffled. Plase fix this.",,9.54,2026-05-11
ST-005224,CUST-956119,"After the latest update, the battery life drains while idle. Expected better from Lumen.",,12.77,2025-10-22
ST-005225,CUST-989965,"Sadly, the screen keeps crashing. Please fix this.",,7.02,2025-07-12
ST-005226,CUST-118158,"Quick update, the account setup loops forever. Also, the app freezes every few minutes.",,9.42,2025-06-04
ST-005227,CUST-374661,"Not gonna lie, the delivery box was damaged. Hope the next patch sorts it out. #notimpressed",,4.18,2025-12-26
ST-005228,CUST-447761,"I love how this made my routine easier, but the box arrived late.",,3.67,2025-11-15
ST-005229,CUST-868704,"After the latest update, the charge won't hold a charge. Also, the sync forgets my device. Please fix this. ???",,6.8,2025-07-24
ST-005230,CUST-796668,"Since yesterday, the wifi refuses to pair.",,13.02,2026-04-09
ST-005231,CUST-290525,"After the latest update, the battery life barely lasts 3 hours... Also, the connection won't sync. Expected better from Lumen.",,20.36,2025-02-10
ST-005232,CUST-659950,"Honestly, the power drain barely lasts 4 hours. Also, the design hurts after an hour. Would not recommend right now.",,18.66,2025-12-13
ST-005233,CUST-891423,"I love how this works exactly as promised, but the volume noise cancellation got worse. Hope the next patch sorts it out. ???",,9.47,2026-05-30
ST-005234,CUST-302927,"For the price, the shipping replacement never came.",,2.09,2025-03-05
ST-005235,CUST-640547,"For the price, the app became painfully slow. Please fix this.",,12.85,2026-02-06
ST-005236,CUST-398622,"After the latest update, the case hurrts after an hour. This is getting old.",,3.25,2025-11-05
ST-005237,CUST-140513,"Love paying premium prices so the noise cancellation noisse cancellation got worse. Also, the login onboarding is broken. Also, the performance freezes every few minutes. Hope the next patch sorts it out.",,8.28,2025-08-07
ST-005238,CUST-186604,"Quick update, the wifi won't sync. Also, the setup login never completes.",,9.09,2025-10-19
ST-005239,CUST-747338,"Sadly, the voluume noise cancellation got worse. Support, can you help? #notimpressed",,12.33,2025-07-12
ST-005240,CUST-914785,"Honestly, the sync disconnects at random. Also, the installatiion instructions are confusing.",,3.5,2026-03-09
ST-005241,CUST-247442,"For the price, the screen hurts after an hour. Support, can you help? :/",,8.12,2025-06-13
ST-005242,CUST-035944,"Since yesterday, the pairing won't sync. Support, can you help?",,11.16,2026-03-20
ST-005243,CUST-102387,"For the price, the connection won't sync. Also, the shipping wrong item was shipped. smh",,36.96,2025-12-25
ST-005244,CUST-351866,"Honeestly, the battery won't hold a charge. Please fix this.",,11.37,2025-04-13
ST-005245,CUST-477413,"Three weeks in, the replacement box was damaged. Also, the screen lags after every tap. Hope the next patch sorts it out.",,5.72,2025-07-29
ST-005246,CUST-135183,"Sadly, the firmware stutters constantly. Support, can you help?",performance,7.58,2025-06-28
ST-005247,CUST-025853,"Three weeks in, the audio audio cuts out. Support, can you help?",,1.23,2026-05-09
ST-005248,CUST-465815,"Honestly, the charging barely lasts 4 hours.",,17.19,2026-02-07
ST-005249,CUST-398852,"Honestly, the volume audio cuts out. Expected better from Lumen.",audio,4.43,2025-03-12
ST-005250,CUST-178955,"For the price, the battery drains while idle.",,14.79,2026-02-16
ST-005251,CUST-990984,"For the price, the battery life won't hold a charrge. Also, the noise cancellation microphone sounds muffled.",,7.55,2025-11-05
ST-005252,CUST-128655,"I love how this feels premium, but the screen stutters constantly. This is getting old.",,5.35,2025-05-26
ST-005253,CUST-816759,"Sadly, the delivery replacement nevver came. ???",,9.45,2025-03-25
ST-005254,CUST-238319,"After the latest update, the screen keeps crashing. Also, the replacement wrong item was shipped. Support, can you help?",,24.32,2025-03-29
ST-005255,CUST-348918,"For the price, the firmware keeps crashing.",,10.12,2025-09-12
ST-005256,CUST-003814,"I love how this has excellent sound, but the delivery package was already open. Hope the next patch sorts it out.",,7.01,2026-02-21
ST-005257,CUST-634292,"Honestly, the interface lags after every tap. Also, the battery dies before lunch.",,4.83,2025-10-16
ST-005258,CUST-421959,"Quick update, the voume audio cuts out.",audio,8.25,2025-02-04
ST-005259,CUST-730912,"After the latest update, the interface became painfully slow. Also, the bluetooth won't sync. Also, the power drain won't hold a charge. Would not recommend right now.",,13.33,2025-11-06
ST-005260,CUST-185273,"Since yesterday, the firmware became painfully slow. Would not recommend right now.",,12.34,2025-05-16
ST-005261,CUST-411461,"Sadly, the performance became painfully slow.",,9.78,2025-12-27
ST-005262,CUST-331555,"Not gnna lie, the sync won't sync. Support, can you help?",,11.19,2025-12-09
ST-005263,CUST-301530,Five stars for making sure the volume volume is too low. Just kidding.,,10.77,2026-03-07
ST-005264,CUST-304407,"Not gonna lie, the bluetooth forgets my device. Also, the design fit is uncomfortable. Expected better from Lumen.",,4.84,2025-10-07
ST-005265,CUST-781109,"Honestly, the screen stutters constantly. Also, the sync disconnects at random. Support, can you help?",,5.92,2025-04-20
ST-005266,CUST-659845,"Not gonna lie, the bluetooth forgets my device.",,22.0,2026-02-14
ST-005267,CUST-576634,"Three weeks in, the box package was already open. Also, the interface lags after every tap. Also, the login setup loops forever. :/",,14.35,2026-06-30
ST-005268,CUST-541829,"After the latest update, the screen keeps crashing. smh",,12.59,2025-12-10
ST-005269,CUST-912699,"Sadly, the connection refuses to pair. Support, can you help?",,4.27,2026-06-18
ST-005270,CUST-452064,"Three weeks in, the wifi won't sync.",,10.27,2025-08-05
ST-005271,CUST-191061,"Sincce yesterday, the microphone noise cancellation got worse. Hope the next patch sorts it out.",audio,91.62,2025-04-21
ST-005272,CUST-669100,"Quick update, the charge barely lasts 5 hours. Also, the connection forgets my device. Also, the package wrong item was shipped.",,6.63,2025-11-13
ST-005273,CUST-822421,"Sadly, the battery life won't hold a charge.",,15.58,2026-02-13
ST-005274,CUST-682682,"Sadly, the screen keeps crashing.",,6.79,2025-07-19
ST-005275,CUST-217562,"For the price, the battery won't hold a charge. Also, the audio noise cancellation got worse. Expected better from Lumen.",,19.4,2025-01-28
ST-005276,CUST-699620,"Since yesterday, the performance stutters constantly.",performance,27.94,2026-03-04
ST-005277,CUST-834791,"For the price, the buttons hurts affter an hour. Please fix this. #notimpressed",,3.53,2025-08-20
ST-005278,CUST-005932,"Not gonna lie, the volume microphone sounds muffled. Also, the installation instructions are confusing. Also, the app became painfully slow.",,13.27,2026-03-10
ST-005279,CUST-572287,"Sadly, the shipping box was damaged.",,3.98,2026-03-27
ST-005280,CUST-032200,"After the latest update, the microphone audio cuts out. Also, the shipping box was damaged. Hope the next patch sorts it out.",,6.79,2026-01-25
ST-005281,CUST-748597,"Sadly, the microphone sound crackles.",,2.95,2026-04-20
ST-005282,CUST-243871,"For the price, the wifi refuses to pair. Also, the charging dies before lunch.",,78.67,2025-04-25
ST-005283,CUST-295145,"Honestly, the microphone sound cracklles. Support, can you help?",,3.75,2025-12-23
ST-005284,CUST-205802,"For the price, the login instructions are confusing. This is getting old.",,8.68,2025-10-20
ST-005285,CUST-860604,"I love how this has excellent sound, but the interface keeps crashing. Support, can you help?",,26.53,2025-06-18
ST-005286,CUST-802240,"Three weeks in, the login setup loops forever. Please fix this.",,4.22,2026-01-06
ST-005287,CUST-654747,"Three weeks in, the charging drains while idle. This is getting old.",battery,25.23,2025-06-06
ST-005288,CUST-695090,"I love how this works exactly as promised, but the battery life needs charging twice a day.",,4.2,2025-07-03
ST-005289,CUST-418985,"Amazing job, Lumen—now my audio sound crackles. This is getting old.",audio,9.99,2025-02-11
ST-005290,CUST-664301,"After the latest update, the box arrived late!!",,7.14,2026-04-19
ST-005291,CUST-655623,"Honestly, the charging dies before lunch.",,9.78,2025-01-25
ST-005292,CUST-887888,"Not gonna lie, the sync looks fantastic. Would not recommend right now.",,14.21,2025-09-05
ST-005293,CUST-765699,"After the latest update, the installation login never completes. Support, can you help?",,16.93,2025-12-24
ST-005294,CUST-313606,"Honestly, the bluetooth disconnects at random. Also, the account instructions are confusing. Expected better from Lumen.",,11.46,2026-01-31
ST-005295,CUST-229011,"After the latest update, the pairing refuses to pair... Also, the replacement wrong item was shipped.",,27.62,2025-05-13
ST-005296,CUST-386047,"Since yesterday, the connection disconnects at random.",,1.13,2025-01-02
ST-005297,CUST-947199,"Not gonna lie, the charge dies before lunch. Expected better from Lumen. ugh",,8.04,2026-04-12
ST-005298,CUST-038035,"Since yesterday, the sound sound crackles. Support, can you help?",audio,24.97,2025-03-10
ST-005299,CUST-148953,"After the latest update, the screen became painfully slow. Would not recommend right now.",,11.2,2025-01-03
ST-005300,CUST-829441,"Sadly, the package package was already open.",,5.36,2025-12-02
ST-005301,CUST-914790,"Three weeks in, the audio volume is too low. Expected better from Lumen. :/",,4.99,2025-02-24
ST-005302,CUST-534728,"I love how this fits perfectly, but the design case scratches easily. Expected better from Lumen.",,6.86,2025-05-12
ST-005303,CUST-395167,"Sadly, the wifi disconnects at random. Would not recommend rigght now.",,1.79,2025-12-05
ST-005304,CUST-309532,"Since yesterday, the account onboarding is broken. Also, the charging needs charging twice a day.",,36.25,2025-11-01
ST-005305,CUST-670848,"Three weeks in, the bluetooth won't sync. Woulld not recommend right now.",,12.19,2025-03-11
ST-005306,CUST-868656,"Since yesterday, the screen freezes every few minutes. Would not recommend right now.",,6.14,2026-01-02
ST-005307,CUST-292582,"Since yesterday, the power drain barely lasts 3 hours!! Please fix this.",,2.78,2025-05-21
ST-005308,CUST-282801,"Sadly, the sync disconnects at random. Also, the charging won't hold a charge.",connectivity,9.71,2026-03-30
ST-005309,CUST-832353,"Sadly, the shipping package was already open. Also, the battery drains while idle. Support, can you help?",,16.83,2025-04-30
ST-005310,CUST-068856,"Since yesterday, the deliivery replacement never came.",,5.17,2026-02-14
ST-005311,CUST-846767,"Sadly, the battery life drains while idle.",,3.11,2025-04-21
ST-005312,CUST-809645,"I love how this feels premium, but the shipping replacement never came.",,4.51,2025-02-06
ST-005313,CUST-837449,"Honestly, the sync drops the connection.",,7.52,2025-04-05
ST-005314,CUST-597521,"Quick update, the account is surprisingly responsive.",,3.23,2025-04-30
ST-005315,CUST-353175,"Quick update, the firmware freezes every few minutes.",,7.45,2026-03-03
ST-005316,CUST-559289,"Sadly, the firmware stutters constantly. Also, the login instructions are confusing. This is getting old.",,7.8,2025-06-23
ST-005317,CUST-748741,"Honestly, the firmware became painfully slow.",,4.56,2025-10-16
ST-005318,CUST-148626,"Honestly, the replacement was easy to set up.",,7.12,2025-12-02
ST-005319,CUST-751199,"Three weeks in, the noise cancellation noise cancellation got worse. Support, can you help?",,3.84,2025-02-18
ST-005320,CUST-764534,"I love how this looks fantastic, but the connection disconnects at random. Would not recommend right now.",,18.19,2026-05-09
ST-005321,CUST-965515,"Not gonna lie, the app lags after every tap. Hope the next patch sorts it out. ???",,10.58,2025-04-15
ST-005322,CUST-641967,"After the latest update, the package wrong item was shipped.",delivery,15.32,2026-01-01
ST-005323,CUST-896300,"I love how this looks fantastic, but the bluetooth refuses to pair. This is getting old.",,16.14,2025-12-16
ST-005324,CUST-935820,"After the latest update, the wifi disconnects at random. Please fix this.",,3.85,2025-12-30
ST-005325,CUST-163015,"Quick update, the power drain drains while idle. Hope the next patch sorts it out.",,6.99,2025-05-14
ST-005326,CUST-972242,"I love how this feels premium, but the replacement arrived late. Also, the login account linking fails. This is getting old. #notimpressed",delivery,13.17,2025-08-22
ST-005327,CUST-284834,"After the latest update, the onboarding account linking fails. Support, can you help? #notimpressed",,25.49,2026-06-18
ST-005328,CUST-927668,"I love how this looks fantastic, but the charge dies before lunch. Please fix this.",,19.73,2025-02-04
ST-005329,CUST-098460,"I love how this is surprisingly responsive, but the onboarding account linking fails. Also, the audio sound crackles. Also, the charge won't hold a charge. Expected better from Lumen.",,17.84,2025-09-14
ST-005330,CUST-180403,"I love how this feels premium, but the installation account linking fails. This is getting old.",,16.02,2025-09-26
ST-005331,CUST-348015,"Five stars for making sure the charge dies before lunh. Just kidding. Also, the wifi refuses to pair. Also, the sound audio cuts out.",,7.74,2025-01-08
ST-005332,CUST-373586,"Not gonna lie, the shipping looks fantastic. Hope the next patch sorts it out.",delivery,2.88,2025-11-24
ST-005333,CUST-671554,"Not gonna lie, the performance freezes every few minutes. Please fix this.",performance,8.35,2025-01-28
ST-005334,CUST-460539,"Sadly, the screen lags after every tap. Expected better from Lumen.",,27.52,2025-01-11
ST-005335,CUST-260967,"Three weeeks in, the interface keeps crashing!!",,15.02,2026-02-12
ST-005336,CUST-462720,"For the price, the screen became painfully slow. This is getting old.",,5.96,2025-08-29
ST-005337,CUST-536499,"I love how this was easy to set up, but the design fit is uncomfortable. Would not recommend right now.",,2.3,2025-03-10
ST-005338,CUST-119285,"After the latest update, the screen freezes every few minutes. Also, the battery won't hold a charge.",,5.96,2025-12-26
ST-005339,CUST-672850,"Honestly, the sound noise cancellation got worse. Expected better from Lumen.",audio,8.19,2025-03-12
ST-005340,CUST-215538,"Since yesterday, the onboarding setup loops forever.",,10.17,2026-03-01
ST-005341,CUST-307755,"Sadly, the performance freezes every few minutes. Also, the charging barely lasts 3 hours. Support, can you help?",,7.2,2026-02-09
ST-005342,CUST-821262,"Quick update, the app lags after every tap. Please fix this.",,1.32,2026-03-06
ST-005343,CUST-643956,"After the latest update, the onboarding login never completes... Please fix this.",,8.02,2025-02-22
ST-005344,CUST-784460,"For the price, the package package was already open. This is getting old.",,7.23,2026-06-20
ST-005345,CUST-789075,"I love how this has excellent sound, but the setup setup loops forever.",setup,3.55,2025-06-14
ST-005346,CUST-199198,"Quick update, the case case scratches easily. Also, the bluetooth refuses to pair. This is getting old.",,5.61,2025-08-06
ST-005347,CUST-177551,"For the price, the sound sound crackles. Expected better from Lumen.",,9.07,2025-02-09
ST-005348,CUST-294414,"Sadly, the charge dies before lunch. This is getting old. ???",,11.14,2026-06-03
ST-005349,CUST-925316,Love paying preemium prices so the firmware stutters constantly.,,9.59,2025-10-16
ST-005350,CUST-498283,"I love how this works exactly as promised, but the installation onboarding is broken. Also, the app became painfully slow. Would not recommend right now.",setup,5.22,2025-07-07
ST-005351,CUST-859747,"After the latest update, the charging won't hold a charge.",,4.35,2025-08-28
ST-005352,CUST-765659,"After the latest update, the delivery feels premium. Hope the next patch sorts it out. smh",delivery,7.28,2025-08-14
ST-005353,CUST-070554,"Since yesterday, the battery life made my routine easier. Support, can you help?",,5.63,2025-12-17
ST-005354,CUST-943436,"I love how this made my routine easier, but the sound microphone sounds muffled!! Expected better from Lumen.",,6.31,2025-08-29
ST-005355,CUST-877156,"Quick update, the screen hurts after an hour... Please fix this.",,8.45,2026-04-27
ST-005356,CUST-922094,"After the latest update, the power drain needs charging twice a day. Also, the pairing drops the connection. Also, the onboarding onboarding is broken. Would not recommend right now.",,11.7,2026-02-21
ST-005357,CUST-907634,"Three weeks in, the firmware has excellent sound. Would not recommend right now.",,6.83,2026-05-09
ST-005358,CUST-153597,"After the latest update, the charging drains while idle.",battery,7.84,2025-09-17
ST-005359,CUST-710011,"Quick update, the charging dies before lunch. Hope the next patch sorts it out.",,6.82,2025-07-11
ST-005360,CUST-547734,"Quick update, the charging dies before lunch.",,7.79,2025-05-30
ST-005361,CUST-943148,"Quick update, the login setup loops forever. Please fix this.",,10.55,2026-05-11
ST-005362,CUST-722557,Love paying premium prices so the sync won't sync. Expected better from Lumen.,,8.52,2026-06-13
ST-005363,CUST-856413,"Not gonna lie, the firmware feels premium.",,5.09,2025-05-12
ST-005364,CUST-547416,"Three weeks in, the microphone sound crackles. Also, the charge dies before lunch. This is getting old.",,24.35,2026-03-02
ST-005365,CUST-855739,"Honestly, the package package was already open. Support, can you help? ugh",,3.21,2026-03-20
ST-005366,CUST-523285,"Three weeks in, the shipping box was damaged. Please fix this.",,9.33,2025-01-30
ST-005367,CUST-558095,"I love how this works exactly as promised, but the login account linking fals!! Hope the next patch sorts it out.",,4.78,2026-06-26
ST-005368,CUST-794758,"I love how this looks fantastic, but the package arrived late. This is getting old.",,12.3,2025-10-01
ST-005369,CUST-166028,"Quick update, the firmware keeps crashing. Please fix this.",,9.58,2025-08-26
ST-005370,CUST-413623,"I love how this was easy to set up, but the package wrong item was shipped. This is getting old.",,2.77,2025-04-25
ST-005371,CUST-347040,"Three weeks in, the app lags after every tap. This is getting old.",performance,8.88,2025-05-28
ST-005372,CUST-714697,"I love how this fits perfectly, but the screen lags after every tap. Expected better from Lumen.",,7.25,2026-02-23
ST-005373,CUST-147973,"For the price, the setup setup loops forever!! Would not recommend right now.",,5.45,2026-01-30
