review_id,platform,star_rating,review_text,app_version,review_date
AR-001821,android,2,"I love how this looks fantastic, but the connection disconnects at random. Also, the app lags after every tap. Support, can you help?",5.5.0,2026-05-06
AR-001822,ios,2,"Three weeks in, the power drain barely lasts 5 hours. Also, the screen hurts after an hour. Also, the setup instructions are confusing. Support, can you help? smh",5.5.0,2026-03-20
AR-001823,ios,2,"I love how this works exactly as promised, but the battery won't hold a charge. Also, the interface stutters constantly. Please fix this.",5.3.2,2025-05-01
AR-001824,android,2,"After the latest update, the battery life dies before lunch.",5.3.2,2025-03-24
AR-001825,ios,1,"Since yesterday, the connection won't sync.",5.5.0,2026-06-10
AR-001826,ios,5,"Sadly, the fit works exactly as promised. This is getting old.",5.4.2,2025-11-30
AR-001827,ios,2,"I love how this fits pefectly, but the design fit is uncomfortable. Hope the next patch sorts it out.",5.3.2,2025-01-22
AR-001828,ios,2,"Honestly, the design buttons feel cheap. Support, can you help?",5.3.2,2025-05-10
AR-001829,android,3,"Three weks in, the firmware became painfully slow. Expected better from Lumen.",5.5.0,2026-05-07
AR-001830,android,2,"For the price, the interface lags after every tap.",5.4.0,2025-07-12
AR-001831,android,3,"I love how this has excellent sound, but the interface stutters constantly. Also, the setup account linking fails.",5.5.0,2026-06-12
AR-001832,android,1,"Quick update, the charge needs charging twice a day. Also, the wifi forgets my device.",5.5.0,2026-05-05
AR-001833,android,3,"Honestly, the charging won't hold a charge!! This is getting old.",5.4.0,2025-09-27
AR-001834,android,3,"Three weeks in, the battery life drains while idle.",5.4.0,2025-06-26
AR-001835,android,3,"Three weeks in, the bluetooth drops the connection. Expected better from Lumen. smh",5.5.0,2026-06-12
AR-001836,android,4,"Three weeks in, the design fit is uncomfortable. Also, the installation login never completes. This is getting old.",5.5.0,2026-02-05
AR-001837,ios,4,"Quick update, the performance lags after every tap. This is getting old.",5.3.2,2025-05-10
AR-001838,ios,1,"Quick update, the firmware became painfully slow. This is getting old.",5.4.2,2025-11-21
AR-001839,android,2,"Not gonna lie, the screen fit is uncomfortable. Would not recommend right now.",5.3.2,2025-01-24
AR-001840,android,2,"For the price, the performance lags after every tap. Support, can you help?",5.4.2,2025-11-08
AR-001841,android,4,"Since yesterday, the app stutters constantly. This is getting old.",5.4.2,2025-11-28
AR-001842,android,1,"For the price, the design screen is hard to read. Also, the installation login never completes.",5.5.0,2026-04-10
AR-001843,ios,3,"Not gonna lie, the buttons buttons feel cheap. Please fix this.",5.3.2,2025-01-20
AR-001844,android,5,"Quick update, the fit fits perfectly!! Please fix this.",5.4.0,2025-09-02
AR-001845,ios,3,"I love how this feels premium, but the audio sound crackles. Please fix this.",5.5.0,2026-04-12
AR-001846,android,1,"Sadly, the bluetooth forgets my device. This is getting old.",5.4.2,2025-12-14
AR-001847,android,3,"Quick update, the design screen is hard to read. Also, the app became painfully slow. Expected better from Lumen.",5.5.0,2026-05-02
AR-001848,ios,2,"Three weeks in, the charging needs charging twice a day.",5.4.2,2025-11-16
AR-001849,android,2,"Not gonna lie, the screen hurts after an hour. Also, the screen freezes every few minutes. Also, the account instrutions are confusing. Hope the next patch sorts it out.",5.3.2,2025-05-24
AR-001850,android,3,Love paying premiuum prices so the screen stutters constantly.,5.5.0,2026-02-23
AR-001851,android,4,"I love how this was easy to set up, but the bluetooth refuses to pair. Also, the screen keeps crrashing. Also, the battery needs charging twice a day. Please fix this.",5.3.2,2025-03-04
AR-001852,ios,1,"Since yesterday, the volume microphone sounds muffled. Would not recommend right now. #notimpressed",5.4.2,2026-01-25
AR-001853,ios,4,"For the price, the battery life made my routine easier. Expected better from Lumen.",5.4.2,2025-10-14
AR-001854,android,2,"I love how this works exactly as promised, but the screen buttons feel cheap. Also, the sound sound crackles.",5.3.2,2025-04-16
AR-001855,ios,1,"Since yesterday, the volume noise cancellation got worse.",5.3.2,2025-01-31
AR-001856,ios,3,"After the latest update, the battery dies before lunch.",5.5.0,2026-05-08
AR-001857,ios,1,"Not gonna lie, the performance stutters constantly. Also, the case screen is hard to read. Support, can you help?",5.3.2,2025-03-09
AR-001858,ios,3,"Three weeks in, the charge drains while idle.",5.3.2,2025-01-17
AR-001859,ios,4,"Since yesterday, the screen made my routine easier.",5.5.0,2026-06-15
AR-001860,android,2,"Sadly, the firmware became painfully slow. Hope the next patch sorts it out. smh",5.4.0,2025-07-07
AR-001861,android,3,"Honestly, the performance freezes every few minutes. Would not recommend right now.",5.5.0,2026-02-15
AR-001862,android,2,"Since yesterday, the firmware freezes every few minutes. Also, the battery needs charging twice a day. Hope the next patch sorts it out.",5.5.0,2026-04-26
AR-001863,android,4,"Not gonna lie, the screen is surprisingly responsive. Would not recommend right now.",5.5.0,2026-06-10
AR-001864,android,1,"Sadly, the login setup loops forever.",5.4.0,2025-08-19
AR-001865,ios,3,"I love how this made my routine easier, but the login instructions are confusing. Also, the firmware lags after every tap. Support, can you help? smh",5.5.0,2026-06-07
AR-001866,android,1,"Honestly, the firmware lags after every tap. Also, the login account linking fails.",5.3.2,2025-06-12
AR-001867,ios,3,"Sadly, the microphone noise cancellation got worse. Also, the firmware keeps crashing.",5.3.2,2025-02-01
AR-001868,android,2,"Quick update, the pairing disconnects at random. Also, the case case scratches easily.",5.3.2,2025-05-02
AR-001869,android,3,"Not gonna lie, the wifi refuses to pair. Hope the next patch sorts it out.",5.4.2,2025-11-09
AR-001870,android,5,"Quick update, the noise cancellation made my routine easier. Support, can you help?",5.4.0,2025-09-04
AR-001871,android,5,"Three weeks in, the delivery feels premium. Hope the next patch sorts it out.",5.5.0,2026-03-18
AR-001872,android,2,"Since yesterday, the charging barely lasts 5 hours.",5.4.0,2025-08-10
AR-001873,android,1,"Not gonna lie, the login instructions are confusing. Also, the volume sound crackles. Would not recommend right now.",5.5.0,2026-04-15
AR-001874,ios,2,"Quick update, the battery won't hold a charge. Please fix this.",5.4.0,2025-06-22
AR-001875,android,2,"For the price, the power drain won't hold a charge. ???",5.4.0,2025-09-26
AR-001876,android,2,"Three weeks in, the login instructions are confusing!!",5.3.2,2025-01-14
AR-001877,ios,4,"Aftter the latest update, the battery life has excellent sound. Would not recommend right now.",5.4.2,2025-10-20
AR-001878,ios,2,"For the prie, the app stutters constantly!! Would not recommend right now.",5.4.0,2025-09-04
AR-001879,ios,3,"Three weeks in, the sreen case scratches easily. This is getting old.",5.5.0,2026-05-17
AR-001880,ios,3,"Quick update, the power drain needs charging twice a day.",5.4.0,2025-07-19
AR-001881,android,2,"Three weeks in, the buttons hurts after an hour. Also, the microphone microphone sounds muffled. Please fix this.",5.5.0,2026-03-05
AR-001882,android,4,"After the latest update, the audio sound crackles. Also, the firmware stutters constantly. Also, the battery life dies before lunch. This is getting old.",5.4.0,2025-08-08
AR-001883,android,5,"Sadly, the screen is surprisingly responsive. Please fix this.",5.4.0,2025-08-16
AR-001884,android,1,"Amazing job, Lumen—now my battery barely lasts 6 hours. Support, can you help?",5.3.2,2025-01-03
AR-001885,android,2,"After the latest update, the sync forgets my device. Also, the case hurts after an hour.",5.4.2,2026-01-19
AR-001886,android,1,"Not gonna lie, the volume audio cuts out.",5.5.0,2026-05-03
AR-001887,ios,5,"Honestly, the screen was easy to set up. Support, can you help?",5.5.0,2026-02-04
AR-001888,android,3,"I love how this works exactly as promised, but the account onboarding is broken.",5.3.2,2025-03-02
AR-001889,ios,2,"After the latest update, the screen hurts after an hour. This is getting old.",5.5.0,2026-03-16
AR-001890,android,3,"Amazing job, Lumen—now my connection refuses to pair. Would not recommend right now.",5.4.0,2025-07-03
AR-001891,ios,1,"For the price, the wifi drops the connection.",5.4.0,2025-09-26
AR-001892,android,2,"Sadly, the battery won't hold a charge. This is getting old.",5.5.0,2026-03-29
AR-001893,ios,5,"For the price, the case feels premium. Expected better from Lumen.",5.5.0,2026-04-19
AR-001894,android,1,"For the price, the app lags after every tap. Expected better from Lumen. ugh",5.4.2,2025-10-25
AR-001895,ios,5,"Not gonna lie, the charge has excellent sound. Support, can you help?",5.3.2,2025-06-02
AR-001896,ios,2,"After the latest update, the account setup loops forever. Also, the battery needs charging twice a day. Please fix this. #notimpressed",5.5.0,2026-04-27
AR-001897,ios,3,"Three weeks in, the audio microphone sounds muffled.",5.5.0,2026-05-29
AR-001898,ios,1,"For the price, the bluetooth won't sync...",5.3.2,2025-01-27
AR-001899,android,2,"Sadly, the sound voume is too low. Hope the next patch sorts it out.",5.4.0,2025-07-18
AR-001900,ios,5,"Three weeks in, the volume looks fantastic. Please fix this.",5.5.0,2026-02-27
AR-001901,ios,3,"Honestly, the app looks fantastic. Expected bettter from Lumen.",5.5.0,2026-04-15
AR-001902,android,1,"Not gonna lie, the wifi forgets my device. Also, the power drain barely lasts 4 hours. Expected better from Lumen.",5.3.2,2025-04-01
AR-001903,android,2,"For the price, the screen was easy to set up.",5.5.0,2026-02-05
AR-001904,ios,1,"Not gonna lie, the case case scratches easily. Also, the firmware lags after every tap.",5.5.0,2026-02-14
AR-001905,android,1,"Love paying premium prices so the audio sound crackles. Also, the account instructions are confusing.",5.4.2,2025-12-07
AR-001906,ios,3,"Three weeks in, the microphone microphone sounds muffled. Would not recommend right now.",5.3.2,2025-06-06
AR-001907,android,1,"Honestly, the firmware freezes every few minutes. Hope the next patch sorts it out.",5.3.2,2025-01-18
AR-001908,ios,3,"Honestly, the pairing refuses to pair. Support, can you help?",5.4.0,2025-06-26
AR-001909,android,3,"For the price, the wifi refuses to pair. This is getting old.",5.5.0,2026-03-08
AR-001910,android,2,"Not gonna lie, the noise cancellation volume is too low. Also, the battery dies before lunch.",5.4.2,2025-10-08
AR-001911,android,2,"Honestly, the microphone microphone sounds muffled. Also, the installation instructionns are confusing. Hope the next patch sorts it out.",5.4.0,2025-09-26
AR-001912,android,3,"For the price, the power drain feels premium.",5.5.0,2026-04-16
AR-001913,android,2,"Not gonna lie, the volume audio cuts out. Hope the next patch sorts it out.",5.3.2,2025-03-13
AR-001914,ios,1,"Honestly, the sync refuses to pair. Also, the interface stuttters constantly. Please fix this.",5.3.2,2025-03-29
AR-001915,android,1,"I love how this works exactly as promised, but the wifi forgets my device. Also, the app lags after every tap. Also, the setup login never completes.",5.4.2,2025-11-18
AR-001916,ios,4,"Sadly, the charging feels premium... Support, can you help?",5.5.0,2026-06-09
AR-001917,ios,3,"After the latest update, the case screen is hard to read. Also, the battery life dies before lunch.",5.4.2,2025-11-12
AR-001918,android,3,"Honestly, the battery life made my routine easier...",5.5.0,2026-04-29
AR-001919,android,3,"Since yesterday, the connection refuses to pair!! Also, the power drain dies before luch. #notimpressed",5.5.0,2026-06-22
AR-001920,ios,4,"Quick update, the screen freezes every few minutes. Also, the charging won't hold a charge. Expected better from Lumen.",5.4.2,2025-12-15
AR-001921,android,3,"Honestly, the app lags after every tap. Support, can you help?",5.3.2,2025-06-03
AR-001922,android,1,"Honestly, the sync forgets my device. Also, the powr drain barely lasts 6 hours.",5.3.2,2025-01-15
AR-001923,android,2,"I love how this feels premium, but the audio microphone sounds muffled. Hope the next patch sorts it out.",5.5.0,2026-03-30
AR-001924,ios,1,"After the latest update, the charging needs charging twice a day. Also, the sync forgets my device.",5.3.2,2025-01-06
AR-001925,ios,4,"For the price, the case screen is hard to read. Also, the firmware became painfuly slow. Hope the next patch sorts it out.",5.3.2,2025-03-11
AR-001926,android,1,Five stars for making sure the installation login never completes. Just kidding. Expected better from Lumen.,5.5.0,2026-03-30
AR-001927,android,3,"Three weeks in, the performance made my routine easier. Would not recommend right now.",5.3.2,2025-05-29
AR-001928,ios,3,"Not gonna lie, the screen became painfully slow. This is getting old.",5.3.2,2025-03-10
AR-001929,ios,5,"Sadly, the charge looks fantastic. Expected better from Lumen.",5.4.0,2025-08-14
AR-001930,ios,3,"Not gonna lie, the performance stutters constantly.",5.4.0,2025-09-24
AR-001931,ios,5,"Not gonna lie, the setup made my routine easier...",5.3.2,2025-02-08
AR-001932,ios,3,"After the latest update, the screen keeps crashing. Hope the next patch sorts it out.",5.4.2,2025-10-02
AR-001933,android,2,"Since yesterday, the bluetooth won't sync.",5.5.0,2026-06-14
AR-001934,android,3,"I love how this works exactly as promised, but the sync refuses to pair. Please fix this.",5.4.0,2025-09-23
AR-001935,android,3,"Three weeks in, the charging looks fantastic. Support, can you help?",5.4.0,2025-07-06
AR-001936,ios,2,"Quick update, the sound noise cancellation got worse. Also, the charging dies before lunch. Also, the firmware keeps crashing.",5.3.2,2025-01-31
AR-001937,android,2,"Quick update, the wifi drops the connection. Expected better from Lumen.",5.3.2,2025-01-03
AR-001938,android,1,"Honestly, the account onboarding is broken. Also, the battery needs charging twice a day. Would not recommend right now.",5.4.0,2025-08-31
AR-001939,ios,2,"Three weeks in, the sync drops the connection. Support, can you help?",5.5.0,2026-06-30
AR-001940,ios,3,"Quick update, the sync forgets my device.",5.3.2,2025-04-03
AR-001941,android,2,"Honestly, the design buttons feel cheap. Hope the next patch sorts it out.",5.5.0,2026-05-13
AR-001942,android,1,"Since yesterday, the micropone noise cancellation got worse. This is getting old.",5.3.2,2025-06-14
AR-001943,android,3,"Honestly, the login account linking fails. Support, can you help?",5.3.2,2025-05-30
AR-001944,android,2,"Three weeks in, the case screen is hard to read!! Also, the screen keeps crashing. Would not recommend right now.",5.5.0,2026-03-16
AR-001945,android,1,"For the price, the shipping box was damaged.",5.3.2,2025-04-28
AR-001946,ios,3,"Not gonna lie, the setup onboarding is broken. Please fix this.",5.5.0,2026-03-06
AR-001947,android,2,"I love how this made my routine easier, but the installation account linking fails. Hope the next patch sorts it out.",5.4.2,2025-12-31
AR-001948,ios,1,"After the latest update, the case case scratches easily. Support, can you help?",5.4.2,2025-11-27
AR-001949,android,3,"Honestly, the screen became painfully slow.",5.4.2,2025-10-27
AR-001950,android,3,"Honestly, the noise cancellation noise cancellattion got worse. smh",5.4.0,2025-08-11
AR-001951,ios,4,"For the price, the case screen is hard to read. Support, can you help?",5.3.2,2025-06-06
AR-001952,android,2,"For the price, the sound audio cuts out.",5.4.0,2025-07-23
AR-001953,ios,4,"For the price, the microphone volume is too low. Also, the bluetooth refuses to pair.",5.5.0,2026-04-11
AR-001954,ios,3,"Not gonna lie, the installation account linking fails. Also, the noise cancellation noise cancellation got worse. Also, the pairing drops the connection.",5.3.2,2025-04-23
AR-001955,android,3,"Since yesterday, the onboarding login never completes. Would not recommend right now.",5.3.2,2025-01-14
AR-001956,ios,1,"After the latest update, the fit hurts after an hour.",5.3.2,2025-01-25
AR-001957,ios,5,"Three weeks in, the noise cancellation works exactly as promised.",5.4.2,2025-10-01
AR-001958,ios,3,"I love how this works exactly as promised, but the design case scratches easily.",5.3.2,2025-05-10
AR-001959,ios,2,"Three weeks in, the battery drains while idle.",5.4.2,2025-12-23
AR-001960,ios,2,"Honestly, the sync won't sync. Plase fix this.",5.3.2,2025-03-10
AR-001961,android,3,"Quick update, the onboarding login never completes. Expected bettr from Lumen.",5.3.2,2025-03-19
AR-001962,android,5,"Honestly, the firmware was easy to set up. Woulld not recommend right now.",5.5.0,2026-04-18
AR-001963,ios,2,"Since yessterday, the fit screen is hard to read. Also, the sound audio cuts out.",5.5.0,2026-03-08
AR-001964,ios,2,"Since yesterday, the connection drops the connection. Also, the microphone audio cuts out.",5.4.0,2025-08-08
AR-001965,android,1,"Quick update, the battery barely lasts 6 hours.",5.3.2,2025-05-04
AR-001966,android,1,"Quick update, the app lags after every tap.",5.4.0,2025-09-27
AR-001967,android,5,"Three weeks in, the setup was easy to set up. Please fix this.",5.5.0,2026-02-06
AR-001968,ios,1,"After the latest update, the battery life won't hold a charge. Also, the connection disconnects at random.",5.4.2,2025-11-27
AR-001969,android,2,"Since yesterday, the login instructions are confusing. Would not recommend right now.",5.3.2,2025-03-28
AR-001970,ios,2,"Since yesterday, the onboarding login never completes.",5.4.2,2026-01-20
AR-001971,android,3,"Since yesterday, the screen became painfully slow. Would not recommend right now.",5.5.0,2026-05-23
AR-001972,android,2,"For the price, the performance lags after every tap. Hope the next patch sorts it out. :/",5.4.2,2025-10-28
AR-001973,android,3,"For the price, the installation account linking fails. Expected better from Lumen. smh",5.3.2,2025-02-25
AR-001974,android,5,"Three weeks in, the battery fits perfectly.",5.4.0,2025-09-13
AR-001975,ios,2,"I love how this has excellent sound, but the setup login never completes... Also, the wifi disconnects at random.",5.3.2,2025-03-30
AR-001976,android,1,"Since yesterday, the microphone noise cancellation got worse. Also, the charging dies before lunch.",5.5.0,2026-05-15
AR-001977,android,4,"I love how this looks fantastic, but the bluetooth forgets my device. Support, can you help?",5.5.0,2026-06-17
AR-001978,android,3,"I love how this has excellent sound, but the connection won't sync. Also, the microphone sound crackles. Hope the next patch sorts it out. #notimpressed",5.3.2,2025-02-06
AR-001979,android,2,"Not gonna lie, the sync forgets my device. Please fix this.",5.3.2,2025-06-04
AR-001980,ios,2,"Since yesterday, the login instrucctions are confusing!! Would not recommend right now.",5.3.2,2025-06-09
AR-001981,android,2,"Since yesterday, the design hurts after an hour!!",5.3.2,2025-03-27
AR-001982,ios,1,"Not gonna lie, the charging drains while idle. Would not recommend right now.",5.4.2,2025-10-26
AR-001983,ios,2,"Sadly, the connection drops the connection. Support, can you help?",5.4.2,2025-12-29
AR-001984,android,4,"Not gonna lie, the volume looks fantastic.",5.5.0,2026-04-03
AR-001985,android,1,"Sadly, the noise cancellation microphone sounds muffled!! Expected better from Lumen.",5.3.2,2025-03-27
AR-001986,android,1,"Sadly, the power drain dies before lunch.",5.4.0,2025-09-15
AR-001987,ios,2,"Not gonna lie, the charge won't hold a charge!! Please fix this.",5.5.0,2026-06-05
AR-001988,ios,3,"I love how this has excellent sound, but the audio audio cuts out. Also, the pairing forgets my device.",5.3.2,2025-03-26
AR-001989,ios,2,"I love how this has excellent sound, but the sound volume is too low. Also, the buttons screen is hard to read. Also, the onboarding login neever completes. This is getting old.",5.5.0,2026-02-08
AR-001990,ios,2,"Honestly, the login account linking fails. This is getting old.",5.5.0,2026-02-15
AR-001991,ios,2,"Not gonna lie, the audio noise cancellation got worse. Support, can you help?",5.4.2,2025-12-11
AR-001992,android,2,"Five stars for making sure the firmware lags after every tap. Just kidding. Support, can you help?",5.3.2,2025-02-05
AR-001993,android,2,"Since yesterday, the sync disconnects at random. Hope the next patch sorts it out.",5.4.2,2025-11-06
AR-001994,ios,2,"I love how this works exactly as promised, but the interface freezes every few minutes. Expected better from Lumen.",5.3.2,2025-04-03
AR-001995,ios,1,"For the price, the wifi drops the connection. Also, the account login never completes. Hope the next patch sorts it out.",5.5.0,2026-05-16
AR-001996,android,1,"Quick update, the fit screen is hard to read... Support, can you help?",5.3.2,2025-02-11
AR-001997,ios,2,"I love how this has excellent sound, but the case hurts after an hour. Hope the next patch sorts it out.",5.3.2,2025-05-30
AR-001998,ios,5,"For the price, the app made my routine easier.",5.4.2,2025-11-22
AR-001999,ios,1,"Sadly, the account onboarding is broken.",5.3.2,2025-03-24
AR-002000,android,2,"I love how this was easy to set up, but the wifi refuses to pair. Please fix this.",5.5.0,2026-06-24
AR-002001,ios,1,"For the price, the account instructions are confusing. Please fix this.",5.3.2,2025-04-25
AR-002002,ios,2,"I love how this made my routine easier, but the firmware freezes every few minutes. Also, the wifi forgets my device. Support, can you help?",5.3.2,2025-01-26
AR-002003,ios,4,"Since yesterday, the bluetooth is surprisingly responsive. Expected better from Lumen.",5.4.2,2025-11-12
AR-002004,android,2,"Sadly, the pairing refuses to pair. Also, the microphone volume is too low.",5.3.2,2025-04-16
AR-002005,ios,2,"I love how this works exactly as promised, but the app became painfully slow. Support, can you help?",5.5.0,2026-03-04
AR-002006,android,2,"Three weeks in, the charge won't hold a charge. Expected better from Lumen.",5.3.2,2025-02-02
AR-002007,ios,1,Five stars for making sure the case hurts after an hour. Just kidding. Expected better from Lumen.,5.4.0,2025-08-11
AR-002008,ios,3,"I love how this works exactly as promised, but the microphone sound crackles. Support, can you help?",5.3.2,2025-01-28
AR-002009,android,5,"After the latest update, the bluetooth is surprisingly responsive. Would not recommend right now.",5.4.0,2025-09-04
AR-002010,ios,2,"Honestly, the noise cancellation sound crackles.",5.5.0,2026-06-02
AR-002011,android,4,"Not gonna lie, the sound has excellent sound.",5.5.0,2026-02-03
AR-002012,android,2,"After the latest update, the charging drains while idle.",5.3.2,2025-04-04
AR-002013,ios,4,"Honestly, the screen stutters constantly!! Also, the charging drains while idle. This is getting old.",5.4.0,2025-07-14
AR-002014,android,3,"After the latest update, the onboarding login never completes.",5.5.0,2026-06-23
AR-002015,android,4,"For the price, the case fit is uncomfortable!! Hope the next patch sorts it out.",5.3.2,2025-02-02
AR-002016,android,3,"Quick update, the design buttons feel cheap. Also, the firmware keeps crashing. Also, the account account linking fails. Would not recommend right now.",5.3.2,2025-03-10
AR-002017,android,1,"Quiick update, the sync won't sync. Also, the design case scratches easily.",5.3.2,2025-01-17
AR-002018,ios,3,"I love how this is surprisingly responsive, but the bluetooth forgets my device. Please fix this.",5.4.2,2025-10-01
AR-002019,ios,5,"Since yesterday, the seetup feels premium.",5.4.0,2025-09-25
AR-002020,android,3,"Honestly, the onboarding onboarding is broken. Also, the audio audio cuts out. Also, the bluetooth forgets my device. Please fix this.",5.3.2,2025-04-24
AR-002021,android,1,"Sadly, the installation onboarding is broken. Also, the connection disconnects at random. Hope the next patch sorts it out.",5.3.2,2025-03-07
AR-002022,android,2,"I love how this was easy to set up, but the microphone volume is too low. Would not recommend right now.",5.4.0,2025-07-02
AR-002023,android,4,"Sadly, the interface keeps crashing. Expected better from Lumen.",5.4.2,2025-11-08
AR-002024,android,2,"Amazing job, Lumen—now my sound sound crackles.",5.3.2,2025-06-10
AR-002025,android,2,"Sdly, the wifi won't sync!!",5.4.2,2025-11-11
AR-002026,android,5,"After the latest update, the fit was easy to set up.",5.5.0,2026-03-12
AR-002027,ios,1,"Three weeks in, the charging dies before lunch. This is getting old.",5.3.2,2025-03-21
AR-002028,android,5,"Quick update, the fit loooks fantastic.",5.4.0,2025-08-29
AR-002029,android,3,"Not gonna lie, the bluetooth made my routine easier. This is getting old.",5.3.2,2025-01-08
AR-002030,ios,3,"Quick update, the screen made my routine easier. Hope the next patch sorts it out.",5.4.0,2025-08-24
AR-002031,android,2,"Not gonna lie, the performance keeps crashing. This is getting old.",5.3.2,2025-05-24
AR-002032,ios,3,"Not gonna lie, the design has excellent sound!!",5.3.2,2025-01-11
AR-002033,ios,4,"Three weeks in, the audio is surprisingly responsive. Expected better from Lumen.",5.4.0,2025-07-12
AR-002034,android,4,"For the price, the battery life has excellent sound. Would not recommend right now.",5.4.0,2025-08-08
AR-002035,android,4,"Sadly, the sound looks fantastic. Hope the next patch sorts it out.",5.4.2,2026-01-05
AR-002036,android,2,"Sadly, the sound audio cuts out. Also, the design fit is uncomfortable. Would not recommend right now. ???",5.4.0,2025-06-30
AR-002037,ios,1,"Honestly, the performance lags after every tap. Please fix this.",5.5.0,2026-03-18
AR-002038,android,2,"After the latest update, the volume microphone sounds muffled. Also, the fit buttons feel cheap. Expected better from Lumen.",5.4.2,2025-11-18
AR-002039,android,2,"Honestly, the fit screen is hard to read.",5.5.0,2026-03-08
AR-002040,android,5,"Three weeks in, the battery life has excellent sound. This is getting old.",5.4.0,2025-08-31
AR-002041,ios,4,"I love how this made my routine easier, but the charge dies before lunch. Hope the next patch sorts it out.",5.5.0,2026-06-07
AR-002042,android,3,"After the latest update, the account account linking fails. Also, the fit screen is hard to read. Expected better from Lumen.",5.4.2,2026-01-02
AR-002043,ios,2,"I love how this fits perfectly, but the app lags after every tap.",5.4.2,2025-10-01
AR-002044,ios,1,"After the latest update, the performance stutters constantly.",5.3.2,2025-03-08
AR-002045,ios,3,"Since yesterday, the design case scratches easily. This is getting old.",5.3.2,2025-05-24
AR-002046,ios,3,"I love how this looks fantastic, but the sound volume is too low...",5.5.0,2026-06-16
AR-002047,android,4,"I love how this is surprisingly responsive, but the connection disconnects at random. Support, can you help?",5.5.0,2026-02-19
AR-002048,ios,2,"Since yesterday, the screen case scratches easily. Also, the charge dies before lunch.",5.4.2,2025-10-01
AR-002049,ios,1,"Sadly, the noise cancellation audio cuts out!! Would not recommend right now.",5.4.0,2025-06-19
AR-002050,android,2,"Three weeks in, the battery life dies before lunch. Also, the app became painfully slow.",5.4.0,2025-09-28
AR-002051,android,5,"Not gonna lie, the charging feels premium. This is getting old. #notimpressed",5.4.2,2025-10-02
AR-002052,ios,2,"Since yesterday, the wifi won't sync. This is getting old.",5.3.2,2025-03-22
AR-002053,android,1,"Quick update, the design screen is hard to read. Also, the volume volume is too low. Expected better from Lumen.",5.5.0,2026-06-24
AR-002054,android,2,"Quick update, the battery life barely lasts 5 hours. Also, the login setup loops forever. ugh",5.4.2,2025-10-22
AR-002055,android,5,"Quick update, the wifi looks fantastic. Would not recommend right now. :/",5.5.0,2026-02-08
AR-002056,android,2,"I love how this has excellent sound, but the audio noise cancellation got worse. Also, the firmware became painfully slow.",5.5.0,2026-06-07
AR-002057,android,2,"Honestly, the login setup loops forever.",5.4.2,2025-12-06
AR-002058,android,1,"Sadly, the battery barely lasts 5 hours. Please fix this.",5.4.2,2026-01-21
AR-002059,ios,2,"After the latest update, the screen buttons feel cheap. Also, the bluetooth refuses to pair. Also, the screen stutters constantly. This is getting old.",5.4.2,2025-11-11
AR-002060,ios,4,"I love how this works exactly as promised, but the onboarding setup loops forever. Would not recommend right now.",5.3.2,2025-06-11
AR-002061,ios,3,"I love how this feels premium, but the screen became painfully slow. Also, the connection won't sync. Support, can you help?",5.4.2,2026-01-06
AR-002062,ios,2,"Sadly, the bluetooth disconnects at random. Also, the performance stutters constantly. Also, the account setup loops forever.",5.3.2,2025-05-09
AR-002063,android,2,"Three weeks in, the performance stutters constantly.",5.4.0,2025-09-19
AR-002064,ios,2,"Since yesterday, the interface stutters constantly. Hope the next patch sorts it out. ???",5.4.2,2025-11-01
AR-002065,ios,1,"Not gonna lie, the performance stutters constantly. Would not recommend right now.",5.4.0,2025-09-16
AR-002066,ios,2,"Honestly, the power drain needs charging twice a day.",5.4.0,2025-09-11
AR-002067,ios,1,"After the latest update, the sound volume is too low. Also, the screen lags after every tap. Hope the next patch sorts it out. ugh",5.4.2,2025-12-21
AR-002068,android,3,"Three weeks in, the account onboarding is broken... Expected better from Lumen.",5.5.0,2026-06-16
AR-002069,android,1,"After the latest update, the charging needs charging twice a day...",5.3.2,2025-04-26
AR-002070,ios,2,"Honestly, the buttons fit is uncomfortable. Also, the battery life drains while idle. Please fix this.",5.5.0,2026-02-21
AR-002071,ios,1,"Three weeks in, the battery won't hold a charge. Also, the firmware became painfully slow. Also, the installation login never completes.",5.4.2,2025-10-18
AR-002072,ios,2,"Three weeks in, the firmware freezes every few minutes. smh",5.4.0,2025-09-10
AR-002073,android,1,"Since yesterday, the power drain won't hold a charge. Would not recommend right now.",5.5.0,2026-04-30
AR-002074,ios,1,"Quick update, the account login never completes.",5.5.0,2026-04-20
AR-002075,android,4,"Three weeks in, the battery life looks fantastic. Expected better from Lumen.",5.4.2,2026-01-31
AR-002076,android,1,"Sadly, the sound audio cuts out. Also, the app became painfully slow. Hope the next patch sorts it out.",5.4.2,2026-01-08
AR-002077,android,3,"Not gonna lie, the battery life barely lasts 4 hours.",5.5.0,2026-04-05
AR-002078,android,5,"Honestl, the audio works exactly as promised. This is getting old.",5.5.0,2026-03-08
AR-002079,ios,3,"Not gonna lie, the connection drops the connection. Also, the charging barely lasts 6 hours.",5.5.0,2026-04-26
AR-002080,ios,2,"Honestly, the screen freezes every few minutes. Please fix this.",5.5.0,2026-06-12
AR-002081,ios,1,"Three weeks in, the audio microphone sounds muffled... Please fix this.",5.4.2,2025-10-11
AR-002082,android,2,"Three weeks in, the login instructions are confusing. This is getting old.",5.4.2,2025-10-06
