record_id,source,date,product_sku,star_rating,text,clean_text,vader_base_compound,vader_compound,vader_sentiment,topic,month,severity,period,analysis_sentiment,simulated_post_fix_sentiment
PR-007998,product_reviews,2026-01-18,LUMEN-HUB-MINI,1.0,"Quick update, the charge dies before lunch... Also, the design fit is uncomfortable.",quick update charge dies before lunch also design fit uncomfortable,-0.0258,-0.7058000000000001,negative,Battery & charging,2026-01-01,0.7058000000000001,before,-0.7058000000000001,
PR-008009,product_reviews,2025-12-20,LUMEN-WATCH-X,2.0,"Honestly, the charging drains while idle. Also, the account account linking fails. Also, the firmware freezes every few minutes.",honestly charging drains while idle also account account linking fails also firmware freezes few minutes,0.0258,-0.9942,negative,Battery & charging,2025-12-01,0.9942,before,-0.9942,
PR-008032,product_reviews,2025-11-03,LUMEN-BUDS-2,4.0,"Sadly, the battery is surprisingly responsive. This is getting old.",sadly battery surprisingly responsive getting old,0.2263,0.2263,positive,Battery & charging,2025-11-01,0.0,before,0.2263,
PR-008088,product_reviews,2025-11-21,LUMEN-BUDS-2,1.0,"For the price, the battery won't hold a charge. Also, the bluetooth disconnects at random. Also, the setup instructions are confusing.",price battery will not hold_NEG charge_NEG also bluetooth disconnects at random also setup instructions confusing,-0.2263,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
PR-008114,product_reviews,2025-12-20,LUMEN-BUDS-2,5.0,"Honestly, the battery works exactly as promised. Support, can you help?",honestly battery works exactly as promised support can you help,0.872,0.872,positive,Battery & charging,2025-12-01,0.0,before,0.872,
PR-008118,product_reviews,2025-12-20,LUMEN-WATCH-X,3.0,"Honestly, the battery dies before lunch.",honestly battery dies before lunch,0.4588,0.11879999999999996,positive,Battery & charging,2025-12-01,0.0,before,0.11879999999999996,
PR-008119,product_reviews,2025-11-26,LUMEN-BUDS-2,2.0,"After the latest update, the battery life drains while idle. Expected better from Lumen.",latest update battery life drains while idle expected better from lumen,0.4404,-0.23960000000000004,negative,Battery & charging,2025-11-01,0.23960000000000004,before,-0.23960000000000004,
PR-008128,product_reviews,2025-12-15,LUMEN-BUDS-2,3.0,"Three weeks in, the power drain was easy to set up... Hope the next patch sorts it out.",three weeks power drain easy set up hope next patch sorts out,0.7003,0.7003,positive,Battery & charging,2025-12-01,0.0,before,0.7003,
PR-008131,product_reviews,2025-12-17,LUMEN-WATCH-X,4.0,"I love how this fits perfectly, but the charging needs charging twice a day.",i love fits perfectly charging needs charging twice day,0.6369,0.6369,positive,Battery & charging,2025-12-01,0.0,before,0.6369,
PR-008140,product_reviews,2025-12-05,LUMEN-WATCH-X,2.0,"After the latest update, the charging barely lasts 4 hours. Also, the app freezes every few minutes. Support, can you help?",latest update charging barely lasts hours also app freezes few minutes support can you help,0.6486,-0.37140000000000006,negative,Battery & charging,2025-12-01,0.37140000000000006,before,-0.37140000000000006,
PR-008162,product_reviews,2026-01-13,LUMEN-HUB-MINI,5.0,"Honestly, the charging works exactly as promised. This is getting old.",honestly charging works exactly as promised getting old,0.6705,0.6705,positive,Battery & charging,2026-01-01,0.0,before,0.6705,
PR-008183,product_reviews,2025-12-21,LUMEN-WATCH-X,1.0,"Quick update, the charge won't hold a charge.",quick update charge will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
PR-008211,product_reviews,2026-01-27,LUMEN-HUB-MINI,2.0,"Sadly, the design screen is hard to read. Also, the charging needs charging twice a day. Hope the next patch sorts it out.",sadly design screen hard read also charging needs charging twice day hope next patch sorts out,-0.0772,-0.4172,negative,Battery & charging,2026-01-01,0.4172,before,-0.4172,
PR-008255,product_reviews,2025-12-26,LUMEN-WATCH-X,3.0,"I love how this was easy to set up, but the pairiing refuses to pair. Also, the battery life barely lasts 6 hours. Please fix this.",i love easy set up pairiing refuses pair also battery life barely lasts hours please fix,0.7579,0.07789999999999997,positive,Battery & charging,2025-12-01,0.0,before,0.07789999999999997,
PR-008282,product_reviews,2026-01-18,LUMEN-HUB-MINI,2.0,"Honestly, the firmware keeps crashing. Also, the battery life needs charging twice a day. Support, can you help?",honestly firmware keeps crashing also battery life needs charging twice day support can you help,0.8126,0.47259999999999996,positive,Battery & charging,2026-01-01,0.0,before,0.47259999999999996,
PR-008296,product_reviews,2025-11-03,LUMEN-BUDS-2,5.0,"Sadly, the power drain works exactly as promised.",sadly power drain works exactly as promised,-0.0772,-0.0772,negative,Battery & charging,2025-11-01,0.0772,before,-0.0772,
PR-008312,product_reviews,2025-12-27,LUMEN-BUDS-2,2.0,"Since yesterday, the charge won't hold a charge. This is getting old.",since yesterday charge will not hold_NEG charge_NEG getting old,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
PR-008334,product_reviews,2025-11-09,LUMEN-HUB-MINI,2.0,"Not gonna lie, the battery life dies before lunch. Also, the onboarding onboarding is broken. Support, can you help?",not gonna_NEG lie_NEG battery life dies before lunch also onboarding onboarding broken support can you help,0.3182,-0.36180000000000007,negative,Battery & charging,2025-11-01,0.36180000000000007,before,-0.36180000000000007,
PR-008340,product_reviews,2025-11-24,LUMEN-HUB-MINI,3.0,"Amazing job, Lumen—now my battery won't hold a charge.",amazing job lumen now battery will not hold_NEG charge_NEG,0.5859,0.24589999999999995,positive,Battery & charging,2025-11-01,0.0,before,0.24589999999999995,
PR-008358,product_reviews,2025-12-05,LUMEN-HUB-MINI,2.0,"Three weeks in, the sync forgets my device. Also, the screen stutters constantly. Also, the power drain dies before lunch. Support, can you help?",three weeks sync forgets device also screen stutters constantly also power drain dies before lunch support can you help,0.5267,-0.49330000000000007,negative,Battery & charging,2025-12-01,0.49330000000000007,before,-0.49330000000000007,
PR-008369,product_reviews,2025-12-07,LUMEN-WATCH-X,2.0,"Quick update, the charge barely lasts 5 hours.",quick update charge barely lasts hours,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
PR-008371,product_reviews,2025-11-28,LUMEN-BUDS-2,3.0,"Three weeks in, the charge drains while idle.",three weeks charge drains while idle,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
PR-008372,product_reviews,2025-11-23,LUMEN-BUDS-2,2.0,"Honestly, the charging drains while idle. Please fix this.",honestly charging drains while idle please fix,0.6486,0.30859999999999993,positive,Battery & charging,2025-11-01,0.0,before,0.30859999999999993,
PR-008376,product_reviews,2026-01-03,LUMEN-HUB-MINI,4.0,"Since yesterday, the charging feels premium.",since yesterday charging feels premium,0.0,0.0,neutral,Battery & charging,2026-01-01,-0.0,before,0.0,
PR-008377,product_reviews,2026-01-04,LUMEN-WATCH-X,1.0,"After the latest update, the installation login never completes. Also, the charge dies before lunch. Hope the next patch sorts it out.",latest update installation login not completes_NEG also charge dies before lunch hope next patch sorts out,0.4404,-0.5796,negative,Battery & charging,2026-01-01,0.5796,before,-0.5796,
PR-008382,product_reviews,2026-01-07,LUMEN-BUDS-2,2.0,"For the price, the power drain drains while idle.",price power drain drains while idle,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-008388,product_reviews,2026-01-28,LUMEN-BUDS-2,4.0,"Sadly, the battery life has excellent sound.",sadly battery life has excellent sound,0.2263,0.2263,positive,Battery & charging,2026-01-01,0.0,before,0.2263,
PR-008389,product_reviews,2026-01-09,LUMEN-BUDS-2,2.0,"Sadly, the battery life dies before lunch... Expected better from Lumen.",sadly battery life dies before lunch expected better from lumen,0.0258,-0.31420000000000003,negative,Battery & charging,2026-01-01,0.31420000000000003,before,-0.31420000000000003,
PR-008391,product_reviews,2025-12-11,LUMEN-WATCH-X,5.0,"For the price, the battery life has excellent sound. Expectted better from Lumen.",price battery life has excellent sound expectted better from lumen,0.765,0.765,positive,Battery & charging,2025-12-01,0.0,before,0.765,
PR-008393,product_reviews,2026-01-20,LUMEN-WATCH-X,2.0,"I love how this looks fantastic, but the setup onboarding is broken. Also, the power drain drains while idle.",i love looks fantastic setup onboarding broken also power drain drains while idle,-0.0644,-0.7444000000000001,negative,Battery & charging,2026-01-01,0.7444000000000001,before,-0.7444000000000001,
PR-008398,product_reviews,2025-12-23,LUMEN-HUB-MINI,2.0,"I love how this looks fantastic, but the charge drains while idle. Also, the box package was already open. Please fix this.",i love looks fantastic charge drains while idle also box package already open please fix,0.6757,-0.0043000000000000815,neutral,Battery & charging,2025-12-01,0.0043000000000000815,before,-0.0043000000000000815,
PR-008450,product_reviews,2026-01-01,LUMEN-WATCH-X,5.0,"Since yesterday, the charge fits perfectly. Would not recommend right now.",since yesterday charge fits perfectly would not recommend_NEG right_NEG now_NEG,0.4749,0.4749,positive,Battery & charging,2026-01-01,0.0,before,0.4749,
PR-008532,product_reviews,2025-12-08,LUMEN-HUB-MINI,1.0,"For the price, the volume volume is too low. Also, the charging barely lasts 2 hours. Also, the package box was damaged. This is getting old.",price volume volume too low also charging barely lasts hours also package box damaged getting old,-0.6124,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
PR-008539,product_reviews,2026-01-13,LUMEN-WATCH-X,2.0,"I love how this made my routine easier, but the design buttons feel cheap. Also, the login account linking fails. Also, the battery life drains while idle.",i love made routine easier design buttons feel cheap also login account linking fails also battery life drains while idle,-0.0516,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
PR-008555,product_reviews,2025-11-15,LUMEN-WATCH-X,3.0,"I love how this looks fantastic, but the charging needs charging twice a day.",i love looks fantastic charging needs charging twice day,0.5994,0.5994,positive,Battery & charging,2025-11-01,0.0,before,0.5994,
PR-008567,product_reviews,2026-01-16,LUMEN-BUDS-2,5.0,"For the price, the power drain made my routine easier. This is getting old.",price power drain made routine easier getting old,0.4215,0.4215,positive,Battery & charging,2026-01-01,0.0,before,0.4215,
PR-008576,product_reviews,2025-12-12,LUMEN-HUB-MINI,5.0,"Honestly, the power drain fits perfectly. Hope the next patch sorts it out.",honestly power drain fits perfectly hope next patch sorts out,0.8779,0.8779,positive,Battery & charging,2025-12-01,0.0,before,0.8779,
PR-008584,product_reviews,2025-11-24,LUMEN-HUB-MINI,2.0,"For the price, the battery life drains while idle. Also, the audio sound crackles.",price battery life drains while idle also audio sound crackles,0.0,-0.68,negative,Battery & charging,2025-11-01,0.68,before,-0.68,
PR-008589,product_reviews,2025-12-23,LUMEN-WATCH-X,2.0,"Sadly, the charging won't hold a charge. Please fix this.",sadly charging will not hold_NEG charge_NEG please fix,-0.128,-0.468,negative,Battery & charging,2025-12-01,0.468,before,-0.468,
PR-008658,product_reviews,2025-11-07,LUMEN-BUDS-2,4.0,"Quick update, the power drain is surprisingly responsive.",quick update power drain surprisingly responsive,0.5719,0.5719,positive,Battery & charging,2025-11-01,0.0,before,0.5719,
PR-008710,product_reviews,2026-01-29,LUMEN-HUB-MINI,1.0,"Amazing job, Lumen—now my power drain needs charging twice a day. Also, the pairing disconnects at random. Would not recommend right now.",amazing job lumen now power drain needs charging twice day also pairing disconnects at random would not recommend_NEG right_NEG now_NEG,0.3999,0.05989999999999995,positive,Battery & charging,2026-01-01,0.0,before,0.05989999999999995,
PR-008715,product_reviews,2025-12-24,LUMEN-BUDS-2,1.0,"Since yesterday, the charge won't hold a charge. Also, the onboarding instructions are confusing. Support, can you help?",since yesterday charge will not hold_NEG charge_NEG also onboarding instructions confusing support can you help,0.5423,-0.13770000000000004,negative,Battery & charging,2025-12-01,0.13770000000000004,before,-0.13770000000000004,
PR-008721,product_reviews,2026-01-17,LUMEN-WATCH-X,5.0,"Honestly, the charge feels premmium.",honestly charge feels premmium,0.4588,0.4588,positive,Battery & charging,2026-01-01,0.0,before,0.4588,
PR-008728,product_reviews,2025-12-19,LUMEN-BUDS-2,1.0,"Not gonna lie, the charging dies before lunch. Please fix this.",not gonna_NEG lie_NEG charging dies before lunch please fix,0.3182,-0.02180000000000004,neutral,Battery & charging,2025-12-01,0.02180000000000004,before,-0.02180000000000004,
PR-008748,product_reviews,2026-01-04,LUMEN-BUDS-2,2.0,"I love how this has excellent sound, but the charge drains while idle. Also, the connection drops the connection.",i love has excellent sound charge drains while idle also connection drops connection,0.6059,-0.07410000000000005,negative,Battery & charging,2026-01-01,0.07410000000000005,before,-0.07410000000000005,
PR-008761,product_reviews,2026-01-14,LUMEN-WATCH-X,2.0,"After the latest update, the battery life drains while idle.",latest update battery life drains while idle,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
PR-008766,product_reviews,2025-12-17,LUMEN-BUDS-2,3.0,"Three weeks in, the power drain barely lasts 2 hours. Would not recommend right now.",three weeks power drain barely lasts hours would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2025-12-01,0.6155,before,-0.6155,
PR-008767,product_reviews,2026-01-21,LUMEN-BUDS-2,2.0,"Sadly, the charge drains while idle. Also, the screen became painfully slow.",sadly charge drains while idle also screen became painfully slow,-0.7351,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
PR-008770,product_reviews,2026-01-18,LUMEN-BUDS-2,1.0,"After the latest update, the battery barely lasts 4 hours.",latest update battery barely lasts hours,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
PR-008779,product_reviews,2026-01-04,LUMEN-WATCH-X,2.0,"Quick update, the battery drains while idle.",quick update battery drains while idle,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-008790,product_reviews,2026-01-07,LUMEN-HUB-MINI,3.0,"For the price, the charge made my routine easier. Hope the next patch sorts it out.",price charge made routine easier hope next patch sorts out,0.6908,0.6908,positive,Battery & charging,2026-01-01,0.0,before,0.6908,
PR-008799,product_reviews,2025-12-03,LUMEN-BUDS-2,1.0,"After the latest update, the screen case scratches easily. Also, the charging needs charging twice a day.",latest update screen case scratches easily also charging needs charging twice day,0.34,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
PR-008824,product_reviews,2025-11-21,LUMEN-WATCH-X,1.0,"Sadly, the charge drains while idle.",sadly charge drains while idle,-0.4215,-0.7615000000000001,negative,Battery & charging,2025-11-01,0.7615000000000001,before,-0.7615000000000001,
PR-008856,product_reviews,2025-12-06,LUMEN-WATCH-X,2.0,"I love how this feels premium, but the charge dies before lunch. Would not recommend right now.",i love feels premium charge dies before lunch would not recommend_NEG right_NEG now_NEG,-0.0168,-0.3568,negative,Battery & charging,2025-12-01,0.3568,before,-0.3568,
PR-008865,product_reviews,2025-11-20,LUMEN-HUB-MINI,5.0,"Sadly, the battery life looks fanastic. Support, can you help?",sadly battery life looks fanastic support can you help,0.3818,0.3818,positive,Battery & charging,2025-11-01,0.0,before,0.3818,
PR-008914,product_reviews,2025-12-07,LUMEN-BUDS-2,2.0,"Five stars for making sure the sound audio cuts out. Just kidding. Also, the battery life drains while idle. Support, can you help?",five stars making sure sound audio cuts out just kidding also battery life drains while idle support can you help,0.7096,-0.72,negative,Battery & charging,2025-12-01,0.72,before,-0.72,
PR-008939,product_reviews,2026-01-11,LUMEN-WATCH-X,5.0,"Since yesterday, the battery has excellent sound. Wold not recommend right now.",since yesterday battery has excellent sound wold not recommend_NEG right_NEG now_NEG,0.3798,0.3798,positive,Battery & charging,2026-01-01,0.0,before,0.3798,
PR-008947,product_reviews,2026-01-22,LUMEN-HUB-MINI,2.0,"Since yesterday, the charging won't hold a charge. Also, the wifi won't sync.",since yesterday charging will not hold_NEG charge_NEG also wifi will not sync_NEG,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
PR-008956,product_reviews,2026-01-31,LUMEN-WATCH-X,3.0,"After the latest update, the charging needs charging twice a day.",latest update charging needs charging twice day,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-008957,product_reviews,2026-01-24,LUMEN-WATCH-X,4.0,"Since yesterday, the battery life needs charging twice a day. This is getting old. :/",since yesterday battery life needs charging twice day getting old,-0.34,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-008959,product_reviews,2025-11-22,LUMEN-HUB-MINI,3.0,"Three weeks in, the charge needs charging twice a day. Also, the setup account linking fails. Also, the app became painfully slow.",three weeks charge needs charging twice day also setup account linking fails also app became painfully slow,-0.7351,-1.0,negative,Battery & charging,2025-11-01,1.0,before,-1.0,
PR-008962,product_reviews,2025-12-03,LUMEN-WATCH-X,3.0,"Honestly, the power drain works exactly as promied.",honestly power drain works exactly as promied,0.4588,0.4588,positive,Battery & charging,2025-12-01,0.0,before,0.4588,
PR-009006,product_reviews,2025-11-07,LUMEN-BUDS-2,1.0,"After the latest update, the battery needs charging twice a day. Hope the next patch sorts it out.",latest update battery needs charging twice day hope next patch sorts out,0.4404,0.10039999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.10039999999999999,
PR-009036,product_reviews,2025-12-08,LUMEN-WATCH-X,5.0,"Since yesterday, the battery feels premium. Please fix this.",since yesterday battery feels premium please fix,0.3182,0.3182,positive,Battery & charging,2025-12-01,0.0,before,0.3182,
PR-009078,product_reviews,2026-01-02,LUMEN-WATCH-X,2.0,"Sadly, the battey won't hold a charge.",sadly battey will not hold_NEG charge_NEG,-0.4215,-0.7615000000000001,negative,Battery & charging,2026-01-01,0.7615000000000001,before,-0.7615000000000001,
PR-009133,product_reviews,2026-01-07,LUMEN-HUB-MINI,1.0,"Quick update, the power drain drains while idle. Also, the microphone microphone sounds muffled. Support, can you help?",quick update power drain drains while idle also microphone microphone sounds muffled support can you help,0.6597,-0.020300000000000096,neutral,Battery & charging,2026-01-01,0.020300000000000096,before,-0.020300000000000096,
PR-009154,product_reviews,2025-12-09,LUMEN-BUDS-2,2.0,"Sadly, the power drain won't hold a charge.",sadly power drain will not hold_NEG charge_NEG,-0.4215,-0.7615000000000001,negative,Battery & charging,2025-12-01,0.7615000000000001,before,-0.7615000000000001,
PR-009196,product_reviews,2025-11-09,LUMEN-BUDS-2,3.0,"Not gonna lie, the charging dies before lunch.",not gonna_NEG lie_NEG charging dies before lunch,0.0,-0.34,negative,Battery & charging,2025-11-01,0.34,before,-0.34,
PR-009204,product_reviews,2025-12-25,LUMEN-BUDS-2,2.0,"Quick update, the setup account linking faiils. Also, the charging won't hold a charge. Support, can you help?",quick update setup account linking faiils also charging will not hold_NEG charge_NEG support can you help,0.6597,0.31969999999999993,positive,Battery & charging,2025-12-01,0.0,before,0.31969999999999993,
PR-009216,product_reviews,2025-12-22,LUMEN-WATCH-X,1.0,"I love how this was easy to set up, but the buuttons screen is hard to read. Also, the charge won't hold a charge.",i love easy set up buuttons screen hard read also charge will not hold_NEG charge_NEG,0.4497,-0.23030000000000006,negative,Battery & charging,2025-12-01,0.23030000000000006,before,-0.23030000000000006,
PR-009246,product_reviews,2026-01-23,LUMEN-BUDS-2,2.0,"Three weeks in, the audio volume is too low. Also, the app lags after every tap. Also, the battery needs charging twice a day.",three weeks audio volume too low also app lags tap also battery needs charging twice day,-0.5574,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
PR-009289,product_reviews,2026-01-02,LUMEN-HUB-MINI,3.0,"Not gonna lie, the battery life barely lasts 2 hours. Also, the sync drops the connection. Please fix this.",not gonna_NEG lie_NEG battery life barely lasts hours also sync drops connection please fix,0.3182,-0.36180000000000007,negative,Battery & charging,2026-01-01,0.36180000000000007,before,-0.36180000000000007,
PR-009290,product_reviews,2025-12-25,LUMEN-WATCH-X,3.0,"I love how this has excellent sound, but the charging dies before lunch. Support, can you help?",i love has excellent sound charging dies before lunch support can you help,0.9011,0.5610999999999999,positive,Battery & charging,2025-12-01,0.0,before,0.5610999999999999,
PR-009294,product_reviews,2025-12-26,LUMEN-WATCH-X,2.0,"Sadly, the delivery wrong item was shipped... Also, the battery life needs charging twice a day.",sadly delivery wrong item shipped also battery life needs charging twice day,-0.7096,-1.0,negative,Battery & charging,2025-12-01,1.0,before,-1.0,
PR-009311,product_reviews,2026-01-31,LUMEN-WATCH-X,4.0,"Three weeeks in, the charging drains while idle. ???",three weeeks charging drains while idle,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-009316,product_reviews,2026-01-03,LUMEN-WATCH-X,3.0,"After the latest update, the charging dies before lunch. Hope the next patch sorts it out.",latest update charging dies before lunch hope next patch sorts out,0.4404,-0.23960000000000004,negative,Battery & charging,2026-01-01,0.23960000000000004,before,-0.23960000000000004,
PR-009342,product_reviews,2026-01-02,LUMEN-WATCH-X,5.0,"Honesly, the battery life has excellent sound. Support, can you help?",honesly battery life has excellent sound support can you help,0.8442,0.8442,positive,Battery & charging,2026-01-01,0.0,before,0.8442,
PR-009381,product_reviews,2025-12-12,LUMEN-HUB-MINI,2.0,"I love how this feels premium, but the power drain dies before lunch. Expected better from Lumen.",i love feels premium power drain dies before lunch expected better from lumen,0.7543,0.41429999999999995,positive,Battery & charging,2025-12-01,0.0,before,0.41429999999999995,
PR-009462,product_reviews,2025-12-23,LUMEN-HUB-MINI,3.0,"Quick update, the power drain works exactly as promised. This is getting old.",quick update power drain works exactly as promised getting old,0.3612,0.3612,positive,Battery & charging,2025-12-01,0.0,before,0.3612,
PR-009470,product_reviews,2025-11-21,LUMEN-BUDS-2,2.0,"Honestly, the charge needs charging twice a day. Also, the connection disconnects at random. Would not recommend right now.",honestly charge needs charging twice day also connection disconnects at random would not recommend_NEG right_NEG now_NEG,0.224,-0.11600000000000002,negative,Battery & charging,2025-11-01,0.11600000000000002,before,-0.11600000000000002,
PR-009475,product_reviews,2026-01-15,LUMEN-WATCH-X,2.0,"Honestly, the battery won't hold a charge.",honestly battery will not hold_NEG charge_NEG,0.4588,0.11879999999999996,positive,Battery & charging,2026-01-01,0.0,before,0.11879999999999996,
PR-009586,product_reviews,2026-01-31,LUMEN-BUDS-2,2.0,"Since yesterday, the case screen is hard to read. Also, the shipping wrong item was shipped. Also, the battery barely lasts 4 hours. Would not recommend right now.",since yesterday case screen hard read also shipping wrong item shipped also battery barely lasts hours would not recommend_NEG right_NEG now_NEG,-0.6818,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
PR-009595,product_reviews,2025-11-20,LUMEN-HUB-MINI,2.0,"Not gonna lie, the charging won't hold a charge. Expected better from Lumen.",not gonna_NEG lie_NEG charging will not hold_NEG charge_NEG expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.10039999999999999,
PR-009614,product_reviews,2025-12-19,LUMEN-WATCH-X,3.0,Five stars for making sure the charge won't hold a charge. Just kidding.,five stars making sure charge will not hold_NEG charge_NEG just kidding,0.4019,-0.72,negative,Battery & charging,2025-12-01,0.72,before,-0.72,
PR-009666,product_reviews,2025-11-04,LUMEN-BUDS-2,5.0,"Three weeks in, the power drain feels premium. This is getting old.",three weeks power drain feels premium getting old,0.0,0.0,neutral,Battery & charging,2025-11-01,-0.0,before,0.0,
PR-009700,product_reviews,2025-12-15,LUMEN-BUDS-2,1.0,"Since yesterday, the charge needs charging twice a day. Please fix this.",since yesterday charge needs charging twice day please fix,0.3182,0.3182,positive,Battery & charging,2025-12-01,0.0,before,0.3182,
PR-009730,product_reviews,2025-12-22,LUMEN-BUDS-2,2.0,"Quick update, the battery life won't hold a charge... This is getting old.",quick update battery life will not hold_NEG charge_NEG getting old,0.0,-0.34,negative,Battery & charging,2025-12-01,0.34,before,-0.34,
PR-009754,product_reviews,2026-01-26,LUMEN-WATCH-X,2.0,"Not gonna lie, the power drain won't hold a charge.",not gonna_NEG lie_NEG power drain will not hold_NEG charge_NEG,0.0,-0.34,negative,Battery & charging,2026-01-01,0.34,before,-0.34,
PR-009776,product_reviews,2026-01-25,LUMEN-BUDS-2,1.0,"For the price, the account account linking fails. Also, the battery won't hold a charge. Also, the design fit is uncomfortable. Hope the next patch sorts it out.",price account account linking fails also battery will not hold_NEG charge_NEG also design fit uncomfortable hope next patch sorts out,-0.0,-1.0,negative,Battery & charging,2026-01-01,1.0,before,-1.0,
PR-009791,product_reviews,2025-12-18,LUMEN-BUDS-2,3.0,"For the price, the power drain is surprisingly responsive.",price power drain surprisingly responsive,0.5719,0.5719,positive,Battery & charging,2025-12-01,0.0,before,0.5719,
PR-009812,product_reviews,2026-01-20,LUMEN-BUDS-2,2.0,"I love how this looks fantastic, but the power drain won't hold a charge. Expected better from Lumen.",i love looks fantastic power drain will not hold_NEG charge_NEG expected better from lumen,0.8294,0.4894,positive,Battery & charging,2026-01-01,0.0,before,0.4894,
PR-009841,product_reviews,2026-01-10,LUMEN-HUB-MINI,2.0,"Not gonna lie, the battery barely lasts 4 hours. Also, the shipping arrived late.",not gonna_NEG lie_NEG battery barely lasts hours also shipping arrived late,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
PR-009888,product_reviews,2025-12-04,LUMEN-WATCH-X,2.0,"I love how this has excellent sound, but the charging dies before lunch. Also, the login login never completes. Would not recommend right now.",i love has excellent sound charging dies before lunch also login login not completes_NEG would not recommend_NEG right_NEG now_NEG,0.3149,-0.36510000000000004,negative,Battery & charging,2025-12-01,0.36510000000000004,before,-0.36510000000000004,
PR-009931,product_reviews,2025-12-24,LUMEN-BUDS-2,1.0,"Honestly, the package arrived late. Also, the power drain drains while idle. Also, the audio audio cuts out. This is getting old.",honestly package arrived late also power drain drains while idle also audio audio cuts out getting old,0.2023,-0.8177,negative,Battery & charging,2025-12-01,0.8177,before,-0.8177,
PR-009988,product_reviews,2025-11-10,LUMEN-BUDS-2,1.0,"After the latest update, the charge barely lasts 4 hours. Expected better from Lumen.",latest update charge barely lasts hours expected better from lumen,0.4404,-0.23960000000000004,negative,Battery & charging,2025-11-01,0.23960000000000004,before,-0.23960000000000004,
PR-010036,product_reviews,2025-11-23,LUMEN-BUDS-2,2.0,"After the latest update, the wifi disconnects at random. Also, the battery life dies before lunch. Expected better from Lumen.",latest update wifi disconnects at random also battery life dies before lunch expected better from lumen,0.4404,-0.5796,negative,Battery & charging,2025-11-01,0.5796,before,-0.5796,
PR-010051,product_reviews,2025-11-06,LUMEN-WATCH-X,2.0,Love paying premium prices so the charging won't hold a charge. Would not recommend right now.,love paying premium prices so charging will not hold_NEG charge_NEG would not recommend_NEG right_NEG now_NEG,0.4749,0.13489999999999996,positive,Battery & charging,2025-11-01,0.0,before,0.13489999999999996,
PR-010108,product_reviews,2025-11-20,LUMEN-WATCH-X,1.0,"Not gonna lie, the microphone microphone sounds muffled... Also, the battery life needs charging twice a day. Expected better from Lumen.",not gonna_NEG lie_NEG microphone microphone sounds muffled also battery life needs charging twice day expected better from lumen,0.4404,0.10039999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.10039999999999999,
PR-010134,product_reviews,2025-12-02,LUMEN-HUB-MINI,5.0,"Sadly, the charging feels premium. Support, can you help?",sadly charging feels premium support can you help,0.3818,0.3818,positive,Battery & charging,2025-12-01,0.0,before,0.3818,
PR-010138,product_reviews,2026-01-31,LUMEN-WATCH-X,1.0,"After the latest update, the charge dies before lunch.",latest update charge dies before lunch,0.0,-0.68,negative,Battery & charging,2026-01-01,0.68,before,-0.68,
PR-010143,product_reviews,2025-12-11,LUMEN-BUDS-2,2.0,"Quick update, the power drain won't hold a charge. Would not recommend right now.",quick update power drain will not hold_NEG charge_NEG would not recommend_NEG right_NEG now_NEG,-0.2755,-0.6155,negative,Battery & charging,2025-12-01,0.6155,before,-0.6155,
PR-010145,product_reviews,2025-11-29,LUMEN-BUDS-2,4.0,"I love how this made my routine easier, but the charge dies before lunch.",i love made routine easier charge dies before lunch,0.5423,0.20229999999999998,positive,Battery & charging,2025-11-01,0.0,before,0.20229999999999998,
PR-010148,product_reviews,2025-11-04,LUMEN-WATCH-X,2.0,"I love how this made my routine easier, but the charging dies before lunch. Support, can you help?",i love made routine easier charging dies before lunch support can you help,0.891,0.5509999999999999,positive,Battery & charging,2025-11-01,0.0,before,0.5509999999999999,
